Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,85977000000.0,85977000000.0,62484000000.0,62484000000.0,48158000000.0,48158000000.0,48778000000.0,48778000000.0,58167000000.0,58167000000.0,57080000000.0,56786000000.0,59985000000.0,53674000000.0,44875000000.0
Revenue Growth,0,0.375984251968504,0,0.297479131193156,0,-0.0127106482430604,0,-0.161414547767635,0,0.0190434477925718,0.00517733244109464,-0.0533299991664583,0.117580206431419,0.196077994428969,-0.2177
Cost of Revenue,65333000000.0,65333000000.0,49791000000.0,50414000000.0,37668000000.0,37641000000.0,37745000000.0,37836000000.0,47464000000.0,47464000000.0,47594000000.0,47792000000.0,51029000000.0,45780000000.0,39148000000.0
Gross Profit,20644000000.0,20644000000.0,12693000000.0,12070000000.0,10490000000.0,10517000000.0,11033000000.0,10942000000.0,10703000000.0,10703000000.0,9486000000.0,8994000000.0,8956000000.0,7894000000.0,5727000000.0
R&D Expenses,3060000000.0,3060000000.0,2141000000.0,2110000000.0,1593000000.0,1584000000.0,1598000000.0,1598000000.0,1647000000.0,1647000000.0,1747000000.0,1708000000.0,1646000000.0,1660000000.0,1492000000.0
SG&A Expense,6709000000.0,6709000000.0,4064000000.0,4021000000.0,2953000000.0,3304000000.0,2948000000.0,2971000000.0,3106000000.0,3106000000.0,3024000000.0,2861000000.0,2788000000.0,2609000000.0,2487000000.0
Operating Expenses,14648000000.0,11672000000.0,11182000000.0,7144000000.0,5661000000.0,5432000000.0,831000000.0,4988000000.0,5341000000.0,5189000000.0,2656000000.0,6637000000.0,5277000000.0,5126000000.0,6138000000.0
Operating Income,5996000000.0,8972000000.0,1511000000.0,4926000000.0,4829000000.0,5085000000.0,10202000000.0,5954000000.0,5362000000.0,5514000000.0,6830000000.0,2357000000.0,3679000000.0,2768000000.0,-411000000.0
Interest Expense,1504000000.0,1504000000.0,1082000000.0,1082000000.0,858000000.0,858000000.0,946000000.0,946000000.0,983000000.0,983000000.0,1101000000.0,1269000000.0,1341000000.0,1473000000.0,1571000000.0
Earnings before Tax,5333000000.0,5493000000.0,984000000.0,1193000000.0,4327000000.0,4413000000.0,9832000000.0,9930000000.0,5198000000.0,5265000000.0,6775000000.0,1747000000.0,3559000000.0,2791000000.0,551000000.0
Income Tax Expense,1489000000.0,1489000000.0,-476000000.0,-476000000.0,9000000.0,9000000.0,2147000000.0,2147000000.0,1426000000.0,1426000000.0,1988000000.0,565000000.0,817000000.0,481000000.0,-97000000.0
Net Income - Non-Controlling int,155000000.0,,132000000.0,,86000000.0,,98000000.0,,67000000.0,,29000000.0,-82000000.0,42000000.0,11000000.0,28000000.0
Net Income - Discontinued ops,5000000.0,,77000000.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,-110000000.0
Net Income,3844000000.0,3844000000.0,1460000000.0,1460000000.0,4318000000.0,4318000000.0,7685000000.0,7685000000.0,3772000000.0,3772000000.0,4787000000.0,1182000000.0,2742000000.0,2310000000.0,648000000.0
Preferred Dividends,0.0,,0.0,,340000000.0,,340000000.0,,340000000.0,,340000000.0,340000000.0,340000000.0,340000000.0,312000000.0
Net Income Com,3844000000.0,3844000000.0,1460000000.0,1460000000.0,3978000000.0,4318000000.0,7345000000.0,7685000000.0,3432000000.0,3772000000.0,4447000000.0,842000000.0,2402000000.0,1970000000.0,336000000.0
EPS,1.66,1.66,0.92,0.92,3.57,3.57,6.45,6.45,2.91,2.91,3.72,0.71,2.06,1.75,0.32
EPS Diluted,1.65,1.65,0.91,0.91,3.52,3.52,6.15,6.15,2.87,2.87,3.68,0.7,2.05,1.72,0.32
Weighted Average Shs Out,2301000000.0,2301000000.0,1579800000.0,1580000000.0,1108100000.0,1108000000.0,1130100000.0,1130000000.0,1170900000.0,1171000000.0,1186200000.0,1169700000.0,1149000000.0,1125900000.0,1043200000.0
Weighted Average Shs Out (Dil),2315500000.0,2316000000.0,1598100000.0,1598000000.0,1123200000.0,1123000000.0,1241400000.0,1241000000.0,1187000000.0,1187000000.0,1290400000.0,1176400000.0,1158200000.0,1143800000.0,1053900000.0
Dividend per Share,1.52,,1.76,,1.84,,1.72,,1.53,,1.28,1.21,0.9,0.6,0.6
Gross Margin,0.2401,0.24011072728753,0.2031,0.19316945137955,0.2178,0.21838531500478,0.2262,0.22432244044446,0.184,0.18400467619097,0.1662,0.1584,0.1493,0.1471,0.1276
EBITDA Margin,0.148,0.15021459227468,0.097,0.099929581972985,0.167,0.16888159807301,0.273,0.27465250727787,0.153,0.15464094761635,0.185,0.101,0.13,0.135,0.11
EBIT Margin,0.0795,0.079521267315677,0.0331,0.033064464502913,0.1077,0.1076664313302,0.221,0.22096026897372,0.1063,0.10626300135816,0.138,0.0531,0.0817,0.0794,0.0473
Profit Margin,0.045,0.044709631645673,0.023,0.023365981691313,0.083,0.089663191993023,0.151,0.15755053507729,0.059,0.064847765915382,0.078,0.015,0.04,0.037,0.007
Free Cash Flow margin,0.0091,,-0.0713,,-0.1427,,0.08,,0.0504,,0.0967,0.0257,0.031,0.0717,0.0153
