Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,553504000.0,658769000.0,705178000.0,673991000.0,800599000.0,855170000.0,893382000.0,951340000.0
Stock-based compensation,10583000.0,12078000.0,13086000.0,,10713000.0,16715000.0,28540000.0,20667000.0
Operating Cash Flow,966672000.0,-503740000.0,-13982000.0,-77304000.0,245116000.0,212872000.0,488698000.0,373958000.0
Capital Expenditure,296324000.0,291966000.0,314717000.0,-296380000.0,318164000.0,324526000.0,14826000.0,362281000.0
Acquisitions and disposals,-74272000.0,-0.0,-500000.0,-27588000.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,18077000.0,-26890000.0,-29031000.0,,0.0,0.0,0.0,6894000.0
Investing Cash flow,-345478000.0,-236071000.0,510915000.0,30234000.0,-88682000.0,-133365000.0,-397021000.0,-368086000.0
Issuance (repayment) of debt,-365001000.0,-9946000.0,-421263000.0,,-2099101000.0,-1248860000.0,-3346906000.0,-1398299000.0
Issuance (buybacks) of shares,0.0,-267109000.0,-845030000.0,,-457024000.0,-708151000.0,-1225010000.0,-1228682000.0
Dividend payments,-9421000.0,-46477000.0,-89631000.0,,-40027000.0,-91887000.0,-244734000.0,-0.0
Financing Cash Flow,-491799000.0,151335000.0,-418231000.0,377410000.0,-398001000.0,-595882000.0,-95349000.0,-698116000.0
Effect of forex changes on cash,-10361000.0,10555000.0,-6350000.0,-14686000.0,-9560000.0,-484000.0,0.0,0.0
Net cash flow / Change in cash,119034000.0,-577921000.0,72352000.0,315654000.0,-251127000.0,-516859000.0,-3672000.0,-692244000.0
Free Cash Flow,670348000.0,-795706000.0,-328699000.0,,-73048000.0,-111654000.0,473872000.0,11677000.0
Net Cash/Marketcap,0.0,0.0,0.0,-4.6877,0.0,0.0,0.0,0.0
