Date,2018-12-31,2017-12-31
Cash and cash equivalents,18365000.0,1353000.0
Short-term investments,0.0,0.0
Cash and short-term investments,18365000.0,1353000.0
Receivables,102709000.0,0.0
Inventories,7257000.0,0.0
Total current assets,134135000.0,1395000.0
Property Plant & Equipment Net,122565000.0,0.0
Goodwill and Intangible Assets,19822000.0,0.0
Long-term investments,0.0,260612000.0
Tax assets,13738000.0,0.0
Total non-current assets,241992000.0,260612000.0
Total assets,376127000.0,262007000.0
Payables,36171000.0,19000.0
Short-term debt,3431000.0,0.0
Total current liabilities,71021000.0,671000.0
Long-term debt,330104000.0,0.0
Total debt,333535000.0,0.0
Deferred revenue,1199000.0,0.0
Tax Liabilities,0.0,544000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,340132000.0,0.0
Total liabilities,273160000.0,257007000.0
Other comprehensive income,252073000,4718000
Retained earnings (deficit),-142573000.0,281000.0
Total shareholders equity,102967000.0,5000000.0
Investments,0.0,260612000.0
Net Debt,315170000.0,-1353000.0
Other Assets,0.0,0.0
Other Liabilities,-137993000.0,256336000.0
