Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,99578000.0,53417000.0,101260000.0,58451000.0,-95913000.0,-210496000.0,-95409000.0,-87171000.0,-83505155.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (repayment) of debt,-56481000.0,-16890000.0,-50790000.0,-1200000.0,140551000.0,154300000.0,45000000.0,5000000.0,0.0
Issuance (buybacks) of shares,-2558000.0,-2490000.0,-4034000.0,-7290000.0,0.0,110966000.0,85879000.0,0.0,203380996.0
Dividend payments,-35191000.0,-35397000.0,-42770000.0,-45649000.0,-46112000.0,-44715000.0,-29411000.0,-19522000.0,-1400535.0
Financing Cash Flow,-96335000.0,-56176000.0,-98734000.0,-57257000.0,90740000.0,213506000.0,94655000.0,-17397000.0,193545366.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,3243000.0,-2759000.0,2526000.0,1194000.0,-5173000.0,3010000.0,-754000.0,-104568000.0,110040211.0
Free Cash Flow,99578000.0,53417000.0,101260000.0,58451000.0,-95913000.0,-210496000.0,-95409000.0,-87171000.0,-83505155.0
Net Cash/Marketcap,-1.0514,-1.0755,-1.0755,-1.0755,-1.0755,-1.0755,-1.0755,-1.0755,-1.0755
