Date,2018-03-31,2017-04-01,2017-03,2016-04-02,2016-03,2015-03-28,2015-03,2014-03-29,2014-03,2013-03-31,2013-03,2012-03-31
Revenue,367884000.0,161023000.0,161000000.0,184391000.0,184000000.0,159118000.0,159000000.0,181167000.0,181000000.0,216625000.0,217000000.0,254229000.0
Revenue Growth,1.28466740776162,0.000142857142857143,-0.126855432206561,0.002125,0.156374514511243,0.000742138364779874,-0.12235672059481,0.000922651933701657,-0.164454702827467,-0.00172811059907834,-0.146438840572869,0.0
Cost of Revenue,207054000.0,99557000.0,100000000.0,111688000.0,112000000.0,104437000.0,104000000.0,117141000.0,117000000.0,152372000.0,152000000.0,146538000.0
Gross Profit,160830000.0,61466000.0,61000000.0,72703000.0,73000000.0,54681000.0,55000000.0,64026000.0,64000000.0,64253000.0,64000000.0,107691000.0
R&D Expenses,34411000.0,31719000.0,32000000.0,32400000.0,32000000.0,35166000.0,35000000.0,37839000.0,38000000.0,37196000.0,37000000.0,42640000.0
SG&A Expense,46624000.0,52698000.0,53000000.0,49753000.0,50000000.0,49301000.0,49000000.0,55753000.0,56000000.0,56051000.0,56000000.0,58555000.0
Operating Expenses,84970000.0,99163000.0,99000000.0,85171000.0,85000000.0,94425000.0,94000000.0,93592000.0,93000000.0,93247000.0,79000000.0,106496000.0
Operating Income,75860000.0,-37697000.0,-38000000.0,-12468000.0,-12000000.0,-39744000.0,-40000000.0,-28836000.0,-29000000.0,-15118000.0,-15000000.0,1195000.0
Interest Expense,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Earnings before Tax,75953000.0,-37432000.0,-37000000.0,-12273000.0,-12000000.0,-43577000.0,-44000000.0,-37739000.0,-38000000.0,-16935000.0,-15000000.0,3487000.0
Income Tax Expense,-40270000.0,-23000.0,-0000000.0,-16000.0,-0000000.0,234000.0,0000000.0,-92000.0,-0000000.0,39851000.0,40000000.0,-1417000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,116223000.0,-37409000.0,-37000000.0,-12257000.0,-12000000.0,-43811000.0,-44000000.0,-38334000.0,-38000000.0,-54716000.0,-55000000.0,4904000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,116223000.0,-37409000.0,-37000000.0,-12257000.0,-12000000.0,-43811000.0,-44000000.0,-38334000.0,-38000000.0,-54716000.0,-55000000.0,4904000.0
EPS,3.42,-1.15,-1.15,-0.39,-0.39,-1.43,-1.43,-1.28,-1.28,-1.86,-1.86,0.17
EPS Diluted,3.27,-1.15,-1.15,-0.39,-0.39,-1.43,-1.43,-1.28,-1.28,-1.86,-1.86,0.17
Weighted Average Shs Out,33967000.0,32551000.0,33000000.0,31411000.0,31000000.0,30611000.0,31000000.0,29974000.0,30000000.0,29357000.0,29000000.0,28749000.0
Weighted Average Shs Out (Dil),35571000.0,32551000.0,33000000.0,31411000.0,31000000.0,30611000.0,31000000.0,29974000.0,30000000.0,29357000.0,29000000.0,29461000.0
Dividend per Share,0.0,0.0,,0.0,,0.23736565287,,0.318842997264,,2.31893585857,,0.0781711415091
Gross Margin,0.437175848909,0.38172186582,0.37888198757764,0.394287139828,0.39673913043478,0.343650624065,0.34591194968553,0.353408733379,0.35359116022099,0.296609347952,0.29493087557604,0.423598409308
EBITDA Margin,0.231187004599,-0.177620588363,-0.18012422360248,-0.0203317949358,-0.021739130434783,-0.191210296761,-0.18867924528302,-0.100509474684,-0.099447513812155,-0.00215579919215,-0,0.0605989088578
EBIT Margin,0.206206304161,-0.234109412941,-0.22981366459627,-0.0676171830512,-0.065217391304348,-0.249776895134,-0.27672955974843,-0.159168060408,-0.20994475138122,-0.0697888055395,-0.069124423963134,0.0047004865692
Profit Margin,0.315922953975,-0.232320848574,-0.22981366459627,-0.0664728755742,-0.065217391304348,-0.275336542692,-0.27672955974843,-0.211594826872,-0.20994475138122,-0.252583958454,-0.25345622119816,0.0192896955107
Free Cash Flow margin,0.170107968816,-0.0302565472013,,0.00547206750872,,-0.206557397655,,-0.147372313942,,0.0502896710906,,0.0368801356258
EBITDA,85050000.0,-28601000.0,-29000000.0,-3749000.0,-4000000.0,-30425000.0,-30000000.0,-18209000.0,-18000000.0,-467000.0,-0000000.0,15406000.0
EBIT,75860000.0,-37697000.0,-37000000,-12468000.0,-12000000,-39744000.0,-44000000,-28836000.0,-38000000,-15118000.0,-15000000,1195000.0
Consolidated Income,116223000.0,-37409000.0,-37000000.0,-12257000.0,-12000000.0,-43811000.0,-44000000.0,-38334000.0,-38000000.0,-54716000.0,-55000000.0,4904000.0
Earnings Before Tax Margin,0.206459101238,-0.232463685312,-0.22981366459627,-0.0665596477051,-0.065217391304348,-0.273865935972,-0.27672955974843,-0.208310564286,-0.20994475138122,-0.0781765724178,-0.069124423963134,0.0137159804743
Net Profit Margin,0.315922953975,-0.232320848574,-0.22981366459627,-0.0664728755742,-0.065217391304348,-0.275336542692,-0.27672955974843,-0.211594826872,-0.20994475138122,-0.252583958454,-0.25345622119816,0.0192896955107
