Date,2019-01-01,2018-01-02,2017-01-03,2015-12-29,2014-12-31
Depreciation & Amortization,25472000.0,22942000.0,22914000.0,0.0,0.0
Stock-based compensation,6079000.0,4876000.0,4096000.0,0.0,0.0
Operating Cash Flow,61832000.0,57788000.0,57546000.0,0.0,-847999.0
Capital Expenditure,48032000.0,50627000.0,45853000.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,-16316000.0,-13849000.0,-15314000.0,0.0,0.0
Investing Cash flow,-50024000.0,-40689000.0,-47654000.0,10194000.0,0.0
Issuance (repayment) of debt,-1417000.0,-1587000.0,-1728000.0,-0.0,-0.0
Issuance (buybacks) of shares,-16316000.0,-13849000.0,-15314000.0,-10194000.0,-230467.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,-11214000.0,-19335000.0,-11291000.0,0.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,594000.0,-2236000.0,-1399000.0,10194000.0,-847999.0
Free Cash Flow,13800000.0,7161000.0,11693000.0,0.0,-847999.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0
