Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,1443157000.0,,1314479000.0,,1197533000.0,,1058989000.0,,1023531000.0,,917564000.0,877916000.0,766385000.0,0.0,762880000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045161496088464,0.145528683364106,0.0,-1,0.1159
Cost of Revenue,1126189000.0,,1010686000.0,,837227000.0,,718490000.0,,-1369557000.0,,-1435019000.0,-1457066000.0,0.0,0.0,435998000.0
Gross Profit,316968000.0,,303793000.0,,360306000.0,,340499000.0,,2393088000.0,,2352583000.0,2334982000.0,0.0,0.0,326882000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
SG&A Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,98908000.0
Operating Expenses,268393000.0,,228987000.0,,242797000.0,,223025000.0,,2252552000.0,,2260310000.0,2243246000.0,733651000.0,0.0,231579000.0
Operating Income,48575000.0,,74806000.0,,117509000.0,,117474000.0,,95329000.0,,63466000.0,63762000.0,25597000.0,0.0,95303000.0
Interest Expense,15485000.0,15000000.0,15447000.0,15000000.0,15435000.0,15000000.0,15424000.0,15000000.0,15413000.0,15000000.0,10507000.0,8198000.0,8188000.0,0.0,8455000.0
Earnings before Tax,48575000.0,,74806000.0,,117509000.0,,117474000.0,,0.0,,0.0,0.0,0.0,0.0,86848000.0
Income Tax Expense,14336000.0,,34312000.0,,34783000.0,,36417000.0,,45207000.0,,28807000.0,27974000.0,7137000.0,0.0,23690000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Net Income,34239000.0,34000000.0,40494000.0,40000000.0,82726000.0,83000000.0,81057000.0,81000000.0,95329000.0,95000000.0,63466000.0,63762000.0,25597000.0,0.0,63158000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Net Income Com,34239000.0,34000000.0,40494000.0,40000000.0,82726000.0,83000000.0,81057000.0,81000000.0,95329000.0,95000000.0,63466000.0,63762000.0,25597000.0,0.0,63158000.0
EPS,1.15,1.15,1.38,1.38,2.85,2.85,5.63,2.81,6.69,3.35,4.49,4.54,1.71,0.0,1.865
EPS Diluted,1.13,1.13,1.35,1.35,2.75,2.75,5.47,2.73,6.51,3.25,4.42,4.45,1.69,0.0,1.825
Weighted Average Shs Out,29720000.0,30000000.0,29441000.0,29000000.0,29073803.0,29000000.0,14392522.0,29000000.0,14259768.0,29000000.0,14133925.0,14052311.0,14980429.0,0.0,33870976.0
Weighted Average Shs Out (Dil),30193000.0,30000000.0,30071000.0,30000000.0,30031609.0,30000000.0,14825745.0,30000000.0,14646369.0,29000000.0,14345553.0,14327820.0,15183285.0,0.0,34644040.0
Dividend per Share,0.275527440135,,0.220577965482,,0.130862119309,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.219635147112,,0.231112859163,,0.300873545865,,0.32153214056,,2.33807085472,,2.56394431342,2.65968725937,0.0,0.0,0.4285
EBITDA Margin,0.0366605989508,,0.059682201085,,0.102659383917,,0.116016313673,,0.097939388255,,0.074091834466,0.0793845880471,0.0386959556881,0.0,0.131
EBIT Margin,0.0336588465427,,0.056909239326,,0.0981258971569,,0.110930330721,,0.0931373842121,,0.0691679272509,0.0726288164244,0.0333996620498,0.0,0.1249
Profit Margin,0.0237250694138,,0.0308061216649,,0.0690803510216,,0.0765418715397,,0.0931373842121,,0.0691679272509,0.0726288164244,0.0333996620498,0.0,0.083
Free Cash Flow margin,0.231085737726,,0.19921885401,,0.183969043024,,0.211566881242,,0.209210077663,,0.138177827378,0.106391727682,0.148446277002,0.0,0.1326
EBITDA,52907000.0,,78451000.0,,122938000.0,,122860000.0,,100244000.0,,67984000.0,69693000.0,29656000.0,0.0,99854000.0
EBIT,48575000.0,49000000,74806000.0,55000000,117509000.0,98000000,117474000.0,96000000,95329000.0,110000000,63466000.0,63762000.0,25597000.0,0.0,95303000.0
Consolidated Income,34239000.0,34000000.0,40494000.0,40000000.0,82726000.0,83000000.0,81057000.0,81000000.0,95329000.0,95000000.0,63466000.0,63762000.0,25597000.0,0.0,63158000.0
Earnings Before Tax Margin,0.0336588465427,,0.056909239326,,0.0981258971569,,0.110930330721,,0.0,,0.0,0.0,0.0,0.0,0.1138
Net Profit Margin,0.0237250694138,,0.0308061216649,,0.0690803510216,,0.0765418715397,,0.0931373842121,,0.0691679272509,0.0726288164244,0.0333996620498,0.0,0.0828
