Date,2018-12-31,2017-12-31,2017-01,2016-12-31,2016-01,2015-12-31,2015-01,2014-12-31,2014-01,2013-12-31,2013-01,2012-12-31,2011-12-31
Revenue,8493000000.0,8550000000.0,227000000.0,8910000000.0,237000000.0,8964000000.0,250000000.0,8838000000.0,275000000.0,8753000000.0,275000000.0,8848000000.0,0.0
Revenue Growth,-0.00666666666666667,36.6651982378855,-0.974523007856341,36.5949367088608,-0.973560910307898,34.856,-0.971713057252772,31.1381818181818,-0.968582200388438,30.8290909090909,-0.968919529837251,0.0,0.0
Cost of Revenue,2767000000.0,2881000000.0,86000000.0,2934000000.0,85000000.0,2872000000.0,99000000.0,2879000000.0,102000000.0,2790000000.0,93000000.0,2868000000.0,0.0
Gross Profit,5726000000.0,5669000000.0,140000000.0,5976000000.0,152000000.0,6092000000.0,152000000.0,5959000000.0,173000000.0,5963000000.0,182000000.0,5980000000.0,0.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,799000000.0,925000000.0,172000000.0,1022000000.0,169000000.0,1015000000.0,173000000.0,1086000000.0,175000000.0,1062000000.0,174000000.0,1166000000.0,0.0
Operating Expenses,5833000000.0,6237000000.0,172000000.0,6588000000.0,184000000.0,6704000000.0,189000000.0,6726000000.0,192000000.0,6675000000.0,191000000.0,6943000000.0,0.0
Operating Income,2660000000.0,2313000000.0,-32000000.0,2322000000.0,-32000000.0,2260000000.0,-38000000.0,2112000000.0,-19000000.0,2078000000.0,-9000000.0,1905000000.0,0.0
Interest Expense,448000000.0,465000000.0,5000000.0,478000000.0,4000000.0,473000000.0,3000000.0,464000000.0,3000000.0,450000000.0,3000000.0,443000000.0,0.0
Earnings before Tax,2159000000.0,1791000000.0,,1763000000.0,,1733000000.0,,1609000000.0,,1566000000.0,,1391000000.0,0.0
Income Tax Expense,494000000.0,134000000.0,000000.0,678000000.0,000000.0,659000000.0,-2000000.0,639000000.0,-6000000.0,602000000.0,-3000000.0,542000000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,1665000000.0,1657000000.0,-37000000.0,1085000000.0,-36000000.0,1074000000.0,-39000000.0,970000000.0,-16000000.0,964000000.0,-9000000.0,849000000.0,0.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,1665000000.0,1657000000.0,-37000000.0,1085000000.0,-36000000.0,1074000000.0,-39000000.0,970000000.0,-16000000.0,964000000.0,-9000000.0,849000000.0,0.0
EPS,0.0,0.0,-1.24,0.0,-1.19,0.0,-1.34,0.0,-0.59,0.0,-0.34,0.0,0.0
EPS Diluted,0.0,0.0,-1.24,0.0,-1.19,0.0,-1.34,0.0,-0.59,0.0,-0.34,0.0,0.0
Weighted Average Shs Out,0.0,0.0,30000000.0,0.0,30000000.0,0.0,29000000.0,0.0,27000000.0,0.0,26000000.0,0.0,0.0
Weighted Average Shs Out (Dil),0.0,0.0,30000000.0,0.0,30000000.0,0.0,29000000.0,0.0,27000000.0,0.0,26000000.0,0.0,0.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.674202284234,0.663040935673,0.61674008810573,0.670707070707,0.64135021097046,0.679607318162,0.608,0.674247567323,0.62909090909091,0.681252142123,0.66181818181818,0.675858951175,0.0
EBITDA Margin,0.482397268339,0.455438596491,-0.079295154185022,0.449046015713,-0.063291139240506,0.457273538599,-0.08,0.461416610093,-0,0.474580143951,0.036363636363636,0.466772151899,0.0
EBIT Margin,0.313199105145,0.270526315789,-0.14096916299559,0.260606060606,-0.13502109704641,0.252119589469,-0.152,0.238968092329,-0.069090909090909,0.237404318519,-0.032727272727273,0.215302893309,0.0
Profit Margin,0.196043800777,0.193801169591,-0.16299559471366,0.12177328844,-0.15189873417722,0.119812583668,-0.156,0.109753337859,-0.058181818181818,0.110133668457,-0.032727272727273,0.0959538878843,0.0
Free Cash Flow margin,0.323913811374,0.129473684211,,0.156341189675,,0.149933065596,,0.185109753338,,0.165543242317,,0.170433996383,0.0
EBITDA,4097000000.0,3894000000.0,-18000000.0,4001000000.0,-15000000.0,4099000000.0,-20000000.0,4078000000.0,-0000000.0,4154000000.0,10000000.0,4130000000.0,0.0
EBIT,2660000000.0,2313000000.0,-32000000,2322000000.0,-32000000,2260000000.0,-38000000,2112000000.0,-19000000,2078000000.0,-9000000,1905000000.0,0.0
Consolidated Income,1665000000.0,1657000000.0,-37000000.0,1085000000.0,-36000000.0,1074000000.0,-39000000.0,970000000.0,-16000000.0,964000000.0,-9000000.0,849000000.0,0.0
Earnings Before Tax Margin,0.254209348876,0.209473684211,0,0.197867564534,0,0.19332887104,0,0.182054763521,0,0.17891008797,0,0.157210669078,0.0
Net Profit Margin,0.196043800777,0.193801169591,-0.16299559471366,0.12177328844,-0.15189873417722,0.119812583668,-0.156,0.109753337859,-0.058181818181818,0.110133668457,-0.032727272727273,0.0959538878843,0.0
