Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,124685000.0,155545000.0,278221000.0,248484000.0,125295000.0,83830000.0,57072000.0,37059000.0
Revenue Growth,-0.198399177087017,-0.440930052009014,0.119673701324834,0.983191667664312,0.494631993319814,0.468846369498178,0.540030761758277,
Cost of Revenue,62455000.0,156723000.0,99545000.0,58436000.0,20864000.0,15358000.0,12367000.0,12893000.0
Gross Profit,62230000.0,-1178000.0,178676000.0,190048000.0,104431000.0,68472000.0,44705000.0,24166000.0
R&D Expenses,37863000.0,47500000.0,51184000.0,42055000.0,22718000.0,18615000.0,13115000.0,12496000.0
SG&A Expense,86987000.0,107390000.0,151898000.0,153532000.0,100601000.0,53737000.0,32789000.0,26674000.0
Operating Expenses,125838000.0,155798000.0,203573000.0,195646000.0,123209000.0,72352000.0,45904000.0,39170000.0
Operating Income,-63608000.0,-156976000.0,-24897000.0,-5598000.0,-18778000.0,-3880000.0,-1199000.0,-15004000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,273000.0,343000.0,252000.0
Earnings before Tax,-61465000.0,-156545000.0,-22913000.0,-4139000.0,-18501000.0,-9002000.0,-2228000.0,-15273000.0
Income Tax Expense,400000.0,-1762000.0,-4860000.0,-4561000.0,172000.0,247000.0,134000.0,136000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-61822000.0,-154783000.0,-18053000.0,422000.0,-18673000.0,-9249000.0,-2362000.0,-15409000.0
Preferred Dividends,0.0,0.0,0.0,0.0,1116000.0,4244000.0,4255000.0,4244000.0
Net Income Com,-61822000.0,-154783000.0,-18053000.0,422000.0,-18673000.0,-13493000.0,-6617000.0,-19653000.0
EPS,-1.23,-3.17,-0.39,0.01,-0.7,-1.17,-0.6,-1.95
EPS Diluted,-1.23,-3.17,-0.39,0.01,-0.7,-1.17,-0.6,-1.95
Weighted Average Shs Out,0.0,48869000.0,46655000.0,39663000.0,29921000.0,,,
Weighted Average Shs Out (Dil),0.0,48869000.0,46655000.0,44495000.0,28217000.0,11488000.0,11096000.0,10099000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.49909772627,-0.00757337105018,0.642208891493,0.764829928688,0.833480984876,0.8168,0.7833,0.6521
EBITDA Margin,-0.226731363035,-0.776309106689,0.0642151383253,0.102268154086,-0.0499700706333,-0.003,0.087,-0.256
EBIT Margin,-0.510149576934,-1.00919990999,-0.0894864154755,-0.0225286135123,-0.149870306078,-0.1041,-0.033,-0.4053
Profit Margin,-0.49582548021,-0.995101096146,-0.0648872658786,0.00169829848199,-0.14903228381,-0.161,-0.116,-0.53
Free Cash Flow margin,-0.273641576773,-0.0700954707641,0.131697463527,0.228392975,-0.0324115088391,0.1238,0.1552,-0.1274
EBITDA,-28270000.0,-120751000.0,17866000.0,25412000.0,-6261000.0,-291000.0,4972000.0,-9483000.0
EBIT,-63608000.0,-156976000.0,-24897000.0,-5598000.0,-18778000.0,-8729000.0,-1885000.0,-15021000.0
Consolidated Income,-61822000.0,-154783000.0,-18053000.0,422000.0,-18673000.0,-9249000.0,-2362000.0,-15409000.0
Earnings Before Tax Margin,-0.492962264908,-1.00642900768,-0.0823553937338,-0.0166570080971,-0.147659523524,-0.1074,-0.039,-0.4121
Net Profit Margin,-0.49582548021,-0.995101096146,-0.0648872658786,0.00169829848199,-0.14903228381,-0.1103,-0.0414,-0.4158
