Date,2018-12-31,2017-12-31
Depreciation & Amortization,700000.0,468000.0
Stock-based compensation,1297000.0,965000.0
Operating Cash Flow,-41465000.0,-30347000.0
Capital Expenditure,-1981000.0,-425000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,1807000.0,-1807000.0
Investing Cash flow,-174000.0,-2232000.0
Issuance (repayment) of debt,14988000.0,-1557000.0
Issuance (buybacks) of shares,527000.0,337000.0
Dividend payments,0.0,0.0
Financing Cash Flow,29809000.0,33687000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,-11830000.0,1108000.0
Free Cash Flow,-43446000.0,-30772000.0
Net Cash/Marketcap,0.1409,0.1409
