Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,437324000.0,409937000.0,363027000.0,346151000.0,363381000.0,303446000.0,242868000.0,159707000.0,0.0,99633000.0
Stock-based compensation,42172000.0,42337000.0,25561000.0,30367000.0,29598000.0,35775000.0,39203000.0,26825000.0,0.0,7549000.0
Operating Cash Flow,1554416000.0,951390000.0,602271000.0,979626000.0,758596000.0,869174000.0,1662687000.0,1338391000.0,0.0,211545000.0
Capital Expenditure,256888000.0,227449000.0,372195000.0,581639000.0,485002000.0,373271000.0,290334000.0,334904000.0,0.0,-569692000.0
Acquisitions and disposals,-0.0,-870627000.0,-0.0,-0.0,-0.0,-11301000.0,-0.0,-0.0,-0.0,-19300000.0
Investment purchases and sales,-363437000.0,0.0,-133430000.0,-742823000.0,-158847000.0,-225023000.0,-209600000.0,-42795000.0,0.0,54389000.0
Investing Cash flow,-366093000.0,-959670000.0,-801597000.0,-381748000.0,-292322000.0,-526735000.0,-711104000.0,228494000.0,0.0,-534603000.0
Issuance (repayment) of debt,-0.0,-309750000.0,-0.0,155156000.0,-156188000.0,-300973000.0,-3305000.0,-11815000.0,-0.0,333925000.0
Issuance (buybacks) of shares,-358237000.0,0.0,-133430000.0,-742823000.0,-158847000.0,-151579000.0,-209600000.0,33020000.0,0.0,-1080000.0
Dividend payments,-233544000.0,-235508000.0,-234004000.0,-246908000.0,-647197000.0,-645920000.0,-658085000.0,-252133000.0,-0.0,-30123000.0
Financing Cash Flow,-664328000.0,-72630000.0,843372000.0,-1099330000.0,-838392000.0,-1160035000.0,-772788000.0,-217082000.0,0.0,406849000.0
Effect of forex changes on cash,-5573000.0,1088000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,523995000.0,-79822000.0,644046000.0,-501452000.0,-372118000.0,-817596000.0,178795000.0,1349803000.0,0.0,83791000.0
Free Cash Flow,1297528000.0,723941000.0,230076000.0,397987000.0,273594000.0,495903000.0,1372353000.0,1003487000.0,0.0,-358147000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4517
