Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,1180000.0,0.0,82202000.0,76437000.0,71187000.0
Revenue Growth,0.0,-1,0.0754215890210238,0.0737494205402672,
Cost of Revenue,293000.0,0.0,0.0,0.0,0.0
Gross Profit,887000.0,0.0,82202000.0,76437000.0,71187000.0
R&D Expenses,5177000.0,4956000.0,0.0,0.0,0.0
SG&A Expense,41212000.0,36707000.0,50590000.0,47049000.0,42993000.0
Operating Expenses,46389000.0,41663000.0,56750000.0,53192000.0,49007000.0
Operating Income,31088000.0,28174000.0,25452000.0,23245000.0,22180000.0
Interest Expense,5467000.0,3587000.0,0.0,0.0,0.0
Earnings before Tax,31088000.0,28174000.0,25452000.0,23245000.0,22180000.0
Income Tax Expense,7207000.0,13358000.0,8556000.0,7551000.0,7236000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,23881000.0,14816000.0,16896000.0,15694000.0,14944000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,23881000.0,14816000.0,16896000.0,15694000.0,14944000.0
EPS,5.82,3.64,4.19,3.94,3.81
EPS Diluted,5.77,3.61,4.15,3.93,3.78
Weighted Average Shs Out,4061529.0,4030530.0,4082188.0,4000000.0,
Weighted Average Shs Out (Dil),4098633.0,4065754.0,3990343.0,3938117.0,3886692.0
Dividend per Share,1.96187362957,1.86484474958,0.0,0.0,0.0
Gross Margin,0.751694915254,0.0,1.0,1.0,1.0
EBITDA Margin,28.6042372881,0.0,0.335,0.329,0.337
EBIT Margin,26.3457627119,0.0,0.3096,0.3041,0.3116
Profit Margin,20.2381355932,0.0,0.206,0.205,0.21
Free Cash Flow margin,19.3788135593,0.0,0.1782,0.1972,0.2229
EBITDA,33753000.0,31094000.0,27559000.0,25180000.0,23997000.0
EBIT,31088000.0,28174000.0,25452000.0,23245000.0,22180000.0
Consolidated Income,23881000.0,14816000.0,16896000.0,15694000.0,14944000.0
Earnings Before Tax Margin,26.3457627119,0.0,0.3096,0.3041,0.3116
Net Profit Margin,20.2381355932,0.0,0.2055,0.2053,0.2099
