Date,2019-03-31,2018-12-31,2018-03-31,2017-12-31
Revenue,87877631.5789,65876181.7627,91298000.0,67557000.0
Revenue Growth,0.333981861539181,-0.278448796658196,0.351421762363634,
Cost of Revenue,44224210.5263,37836230.5581,43463000.0,37543000.0
Gross Profit,43653421.0526,28039951.2046,45352000.0,28755000.0
R&D Expenses,0.0,,0.0,
SG&A Expense,18430000.0,13831960.9637,19147000.0,14185000.0
Operating Expenses,18430000.0,,13831960.9637,
Operating Income,25223421.0526,14207990.2409,26205000.0,14570000.0
Interest Expense,2145789.4737,,1093626.1055,
Earnings before Tax,23773947.3684,14605977.4321,26991000.0,15944000.0
Income Tax Expense,1049473.6842,762427.5694,-1090000.0,-782000.0
Net Income - Non-Controlling int,2205526.3158,,941140.5916,
Net Income - Discontinued ops,0.0,,0.0,
Net Income,22724473.6842,,13843549.8628,
Preferred Dividends,0.0,,0.0,
Net Income Com,22724473.6842,13843549.8628,25900000.0,15162000.0
EPS,13.5553,12.0433,0.87,0.51
EPS Diluted,13.3184,12.0433,0.87,0.51
Weighted Average Shs Out,23074380.0,29753000.0,29753000.0,
Weighted Average Shs Out (Dil),23074380.0,,,
Dividend per Share,0.0,,0.0,
Gross Margin,0.4968,0.4256,0.4967,0.4256
EBITDA Margin,0.0847,,0.0784,
EBIT Margin,0.295,,0.2383,
Profit Margin,0.0682,,0.064,
Free Cash Flow margin,0.1847,,0.1071,
EBITDA,28308684.2105,,16926501.9823,
EBIT,25919736.8421,,15699603.5377,
Consolidated Income,24930000.0,,14784690.4544,
Earnings Before Tax Margin,0.2705,0.2217,0.2956,0.236
Net Profit Margin,0.2586,,0.2101,
