Date,2018-12-31,2017-12-31,2016-12-31
Revenue,60148000.0,42711000.0,31483948.0
Revenue Growth,0.4082554845356,0.356596066033396,
Cost of Revenue,0.0,24544000.0,19469456.0
Gross Profit,0.0,18167000.0,12014492.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,13060000.0,8597000.0,5731599.0
Operating Expenses,74078000.0,10556000.0,6878923.0
Operating Income,-13930000.0,7611000.0,5135569.0
Interest Expense,4266000.0,2474000.0,413042.0
Earnings before Tax,-18218000.0,0.0,4722527.0
Income Tax Expense,449000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,8678000.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-8903000.0,0.0,4722527.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-8903000.0,0.0,4722527.0
EPS,-0.66,-1.96,
EPS Diluted,-0.66,-1.96,
Weighted Average Shs Out,13554000.0,12253767.0,
Weighted Average Shs Out (Dil),13554000.0,13554000.0,
Dividend per Share,5.90666961782,0.0,0.0
Gross Margin,0.0,0.4253,0.3816
EBITDA Margin,-0.189665491787,0.058,0.179
EBIT Margin,-0.231595398018,0.0579,0.1631
Profit Margin,-0.14801822172,0.0,0.15
Free Cash Flow margin,0.135981246259,0.0002,0.1184
EBITDA,-11408000.0,2474876.0,5623903.0
EBIT,-13930000.0,2474000.0,5135569.0
Consolidated Income,-8903000.0,8678000.0,4722527.0
Earnings Before Tax Margin,-0.302886214005,0.0,0.15
Net Profit Margin,-0.14801822172,0.0,0.15
