Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,201169000.0,94068000.0,57972000.0,79490000.0,115626560.0
Revenue Growth,1.13854870944423,0.622645415027945,-0.27070071707133,-0.312528194214201,
Cost of Revenue,106780000.0,99422000.0,84442000.0,22172000.0,23754943.0
Gross Profit,94389000.0,-5354000.0,-26470000.0,57318000.0,91871617.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,16017000.0,12626000.0,11319000.0,10825000.0,8913052.0
Operating Expenses,43846000.0,30087000.0,31253000.0,101738000.0,57052338.0
Operating Income,50543000.0,-35441000.0,-57723000.0,-44420000.0,34819279.0
Interest Expense,38943000.0,20769000.0,29583000.0,24577000.0,19949359.0
Earnings before Tax,26140000.0,-72504000.0,-66930000.0,-42454000.0,58897352.0
Income Tax Expense,6792000.0,-29019000.0,27405000.0,-15121000.0,22431722.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,19348000.0,-43485000.0,-94335000.0,-27333000.0,36465630.0
Preferred Dividends,7816000.0,3968000.0,0.0,0.0,0.0
Net Income Com,19348000.0,-43485000.0,-94335000.0,-27333000.0,36465630.0
EPS,0.29,-2.13,-11.64,-3.63,2.49
EPS Diluted,0.28,-2.13,-11.64,-3.63,2.42
Weighted Average Shs Out,24619730.0,22252149.0,8106931.0,8022015.0,
Weighted Average Shs Out (Dil),24801143.0,22252149.0,8106931.0,7521788.0,14661004.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.469202511321,-0.0569162733342,-0.456599737804,0.7211,0.7946
EBITDA Margin,0.69254706242,0.275843007186,-0.0561305457807,0.515,1.032
EBIT Margin,0.251246464415,-0.376759365565,-0.995704823018,-0.2249,0.6819
Profit Margin,0.0961778405221,-0.462271973466,-1.62725108673,-0.344,0.315
Free Cash Flow margin,0.437801052846,0.461857379768,0.418633133237,-0.5495,-1.3043
EBITDA,139319000.0,25948000.0,-3254000.0,40951000.0,119368257.0
EBIT,50543000.0,-35441000.0,-57723000.0,-17877000.0,78846711.0
Consolidated Income,19348000.0,-43485000.0,-94335000.0,-27333000.0,36465630.0
Earnings Before Tax Margin,0.12994049779,-0.770761576732,-1.15452287311,-0.5341,0.5094
Net Profit Margin,0.0961778405221,-0.462271973466,-1.62725108673,-0.3439,0.3154
