Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Cash and cash equivalents,20234000.0,14745000.0,28577000.0,15427000.0,15596000.0
Short-term investments,35236000.0,30847000.0,42820000.0,2240000.0,
Cash and short-term investments,55470000.0,45592000.0,71397000.0,17836000.0,
Receivables,1111000.0,940000.0,620000.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,56581000.0,46532000.0,72017000.0,36370000.0,
Property Plant & Equipment Net,2254000.0,1873000.0,1835000.0,1767000.0,2213000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,17519000.0,13400000.0,27063000.0,26609000.0,
Tax assets,414000.0,526000.0,257000.0,173000.0,932000.0
Total non-current assets,287614000.0,251230000.0,144748000.0,,
Total assets,344195000.0,297762000.0,216765000.0,182023000.0,167298000.0
Payables,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,0.0,4000000.0,
Total current liabilities,0.0,0.0,0.0,150395000.0,
Long-term debt,28000000.0,22000000.0,9000000.0,7000000.0,
Total debt,28000000.0,22000000.0,9000000.0,25286000.0,11612000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,275130000.0,235403000.0,170481000.0,141771000.0,142877000.0
Total non-current liabilities,28112000.0,22204000.0,9017000.0,,
Total liabilities,311515000.0,267041000.0,185324000.0,169052000.0,155842000.0
Other comprehensive income,18431000,18069000,17983000,-7000.0,-496000.0
Retained earnings (deficit),14156000.0,13277000.0,13547000.0,12978000.0,11952000.0
Total shareholders equity,32680000.0,30721000.0,31441000.0,12971000.0,11456000.0
Investments,52755000.0,44247000.0,69883000.0,158340000.0,143039000.0
Net Debt,7766000.0,7255000.0,-19577000.0,,
Other Assets,0.0,0.0,0.0,,
Other Liabilities,283403000.0,244837000.0,176307000.0,146395000.0,
