Date,2018-02-24,2018-02,2017-02-25,2017-02,2016-02-27,2016-02,2015-02-28,2015-02,2014-02-22,2014-02,2013-02-23,2012-02-25,2011-02-26,2010-02-27
Revenue,14157000000.0,14157000000.0,12480000000.0,12480000000.0,17529000000.0,17529000000.0,17820000000.0,17820000000.0,17155000000.0,17155000000.0,17097000000.0,0.0,0.0,0.0
Revenue Growth,0,0.134375,0,-0.288036967311313,0,-0.0163299663299663,0,0.0387642086855144,0,0.00339240802479967,0.0,0.0,0.0,0.0
Cost of Revenue,12706000000.0,12706000000.0,10693000000.0,10693000000.0,14945000000.0,14945000000.0,15242000000.0,15242000000.0,14623000000.0,14623000000.0,14803000000.0,0.0,0.0,0.0
Gross Profit,1451000000.0,1451000000.0,1787000000.0,1787000000.0,2584000000.0,2584000000.0,2578000000.0,2578000000.0,2532000000.0,2532000000.0,2294000000.0,0.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
SG&A Expense,1258000000.0,1258000000.0,1589000000.0,1589000000.0,2124000000.0,2124000000.0,2154000000.0,2154000000.0,2114000000.0,2114000000.0,2445000000.0,0.0,0.0,0.0
Operating Expenses,1258000000.0,1258000000.0,1589000000.0,1589000000.0,2124000000.0,2124000000.0,2154000000.0,2154000000.0,2114000000.0,2114000000.0,2445000000.0,0.0,0.0,0.0
Operating Income,193000000.0,193000000.0,183000000.0,198000000.0,454000000.0,460000000.0,424000000.0,424000000.0,418000000.0,418000000.0,-157000000.0,0.0,0.0,0.0
Interest Expense,0.0,123000000.0,0.0,181000000.0,0.0,000000.0,244000000.0,244000000.0,407000000.0,407000000.0,272000000.0,0.0,0.0,0.0
Earnings before Tax,77000000.0,,7000000.0,,263000000.0,,185000000.0,,11000000.0,,-426000000.0,0.0,0.0,0.0
Income Tax Expense,28000000.0,28000000.0,-20000000.0,-20000000.0,85000000.0,85000000.0,58000000.0,58000000.0,5000000.0,5000000.0,-163000000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income,45000000.0,45000000.0,650000000.0,650000000.0,178000000.0,178000000.0,192000000.0,192000000.0,182000000.0,182000000.0,-1466000000.0,0.0,0.0,0.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income Com,45000000.0,45000000.0,650000000.0,650000000.0,178000000.0,178000000.0,192000000.0,192000000.0,182000000.0,182000000.0,-1466000000.0,0.0,0.0,0.0
EPS,1.18,1.18,2.45,17.15,0.68,4.76,0.74,5.18,0.71,4.97,-6.91,0.0,0.0,0.0
EPS Diluted,1.18,1.18,2.43,17.01,0.66,4.62,0.73,5.11,0.7,4.90,-6.91,0.0,0.0,0.0
Weighted Average Shs Out,38000000.0,38000000.0,265000000.0,38000000.0,263000000.0,38000000.0,260000000.0,37000000.0,255000000.0,36000000.0,212000000.0,0.0,0.0,0.0
Weighted Average Shs Out (Dil),38000000.0,38000000.0,268000000.0,38000000.0,268000000.0,38000000.0,264000000.0,38000000.0,258000000.0,37000000.0,212000000.0,0.0,0.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.174528301887,0.0,0.0,0.0
Gross Margin,0.10249346613,0.10249346612983,0.143189102564,0.1431891025641,0.147412858691,0.14741285869131,0.144668911336,0.14466891133558,0.147595453221,0.14759545322064,0.13417558636,0.0,0.0,0.0
EBITDA Margin,0.0275482093664,0.028042664406301,0.03125,0.031650641025641,0.0416452735467,0.041987563466256,0.0397867564534,0.04006734006734,0.041970271058,0.041970271058001,0.0121658770545,0.0,0.0,0.0
EBIT Margin,0.0136328318146,0.013844741117468,0.0146634615385,0.064983974358974,0.0258999372468,0.015003708140795,0.0237934904602,0.027721661054994,0.0243660740309,0.03462547362285,-0.00918289758437,0.0,0.0,0.0
Profit Margin,0.00317863954228,0.0031786395422759,0.0520833333333,0.052083333333333,0.010154600947,0.010154600947002,0.0107744107744,0.010774410774411,0.0106091518508,0.010609151850772,-0.0857460373165,0.0,0.0,0.0
Free Cash Flow margin,-0.00995973723246,,0.0143429487179,,0.0092988761481,,0.00948372615039,,-0.00536286796852,,0.0391881616658,0.0,0.0,0.0
EBITDA,390000000.0,397000000.0,390000000.0,395000000.0,730000000.0,736000000.0,709000000.0,714000000.0,720000000.0,720000000.0,208000000.0,0.0,0.0,0.0
EBIT,193000000.0,196000000,183000000.0,811000000,454000000.0,263000000,424000000.0,494000000,418000000.0,594000000,-157000000.0,0.0,0.0,0.0
Consolidated Income,45000000.0,45000000.0,650000000.0,650000000.0,178000000.0,178000000.0,192000000.0,192000000.0,182000000.0,182000000.0,-1466000000.0,0.0,0.0,0.0
Earnings Before Tax Margin,0.00543900543901,0,0.000560897435897,0,0.0150037081408,0,0.0103815937149,0,0.000641212474497,0,-0.0249166520442,0.0,0.0,0.0
Net Profit Margin,0.00317863954228,0.0031786395422759,0.0520833333333,0.052083333333333,0.010154600947,0.010154600947002,0.0107744107744,0.010774410774411,0.0106091518508,0.010609151850772,-0.0857460373165,0.0,0.0,0.0
