Date,2018-12-31,2018-03,2017-12-31,2017-03,2016-12-31,2016-03,2015-12-31,2015-03,2014-12-31,2014-03,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,509476000.0,,483694000.0,,469052000.0,,634803000.0,,559814000.0,,530801000.0,504436000.0,572037000.0,570754000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0522662934445599,-0.118175922186852,0.00224790365025913,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,199720000.0,,209061000.0,489986000.0,468550000.0,211282000.0
Gross Profit,0.0,,0.0,,0.0,,0.0,,360094000.0,,321740000.0,14450000.0,103487000.0,359472000.0
R&D Expenses,51507000.0,,48477000.0,,56643000.0,,51523000.0,,51187000.0,,53607000.0,59850000.0,58460000.0,53473000.0
SG&A Expense,183917000.0,0000000.0,184716000.0,1000000.0,188886000.0,1000000.0,209323000.0,0000000.0,215758000.0,0000000.0,201254000.0,196362000.0,219307000.0,215886000.0
Operating Expenses,235424000.0,,233193000.0,,245529000.0,,260846000.0,,295107000.0,,278685000.0,284905000.0,310115000.0,310139000.0
Operating Income,10099000.0,,6525000.0,,-43240000.0,,121226000.0,,64987000.0,,43055000.0,-270455000.0,-206628000.0,49333000.0
Interest Expense,1950000.0,,2025000.0,,2217000.0,,1829000.0,,2322000.0,,2715000.0,2542000.0,2025000.0,671000.0
Earnings before Tax,10099000.0,,6525000.0,,-43240000.0,,121226000.0,,64987000.0,,43055000.0,-270455000.0,-206628000.0,49333000.0
Income Tax Expense,9408000.0,,45965000.0,,-17322000.0,,29656000.0,,14095000.0,,11970000.0,-22596000.0,-26839000.0,25353000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income,691000.0,-0000000.0,-39440000.0,-1000000.0,-25918000.0,-1000000.0,91570000.0,-0000000.0,50892000.0,-1000000.0,31085000.0,-247859000.0,-179789000.0,23980000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income Com,691000.0,-0000000.0,-39440000.0,-1000000.0,-25918000.0,-1000000.0,91570000.0,-0000000.0,50892000.0,-1000000.0,31085000.0,-247859000.0,-179789000.0,23980000.0
EPS,0.02,-0.04,-1.19,-0.20,-0.79,-0.30,2.7,-0.45,1.44,-0.90,0.84,-6.45,-4.42,0.56
EPS Diluted,0.02,-0.04,-1.19,-0.20,-0.79,-0.30,2.63,-0.45,1.4,-0.90,0.82,-6.45,-4.42,0.55
Weighted Average Shs Out,33003000.0,6000000.0,33009000.0,5000000.0,32906000.0,2000000.0,33907000.0,1000000.0,35349000.0,1000000.0,36788000.0,38418000.0,40691000.0,42767000.0
Weighted Average Shs Out (Dil),34407000.0,6000000.0,33009000.0,5000000.0,32906000.0,2000000.0,34815000.0,1000000.0,36365000.0,1000000.0,38114000.0,38418000.0,40691000.0,43496000.0
Dividend per Share,0.266370215363,,0.277378896665,,0.277274661156,,0.201924457849,,0.0,,0.0,0.0,0.0,0.0
Gross Margin,0.0,,0.0,,0.0,,0.0,,0.643238647122,,0.606140531009,0.0286458539835,0.180909626475,0.629819501922
EBITDA Margin,0.105910778918,,0.10684027505,,0.000603344618507,,0.260517042295,,0.20430178595,,0.182104027686,-0.424160844983,-0.257974571575,0.195716543379
EBIT Margin,0.0198223272539,,0.0134899337184,,-0.0921859410044,,0.190966331287,,0.116086771678,,0.0811132609019,-0.53615324838,-0.361214396971,0.0864347862652
Profit Margin,0.00135629548791,,-0.0815391549203,,-0.0552561336483,,0.144249475822,,0.0909087661259,,0.0585624367701,-0.491358665916,-0.314296103224,0.0420145982332
Free Cash Flow margin,0.107004059072,,0.100501556769,,0.0293506903286,,0.0580353274953,,0.229972812398,,0.021934774049,-0.0131473566518,0.0772712254627,0.282804851127
EBITDA,53959000.0,-0000000.0,51678000.0,-1000000.0,283000.0,-1000000.0,165377000.0,-0000000.0,114371000.0,-0000000.0,96661000.0,-213962000.0,-147571000.0,111706000.0
EBIT,10099000.0,0,6525000.0,-1000000,-43240000.0,-1000000,121226000.0,0,64987000.0,-1000000,43055000.0,-270455000.0,-206628000.0,49333000.0
Consolidated Income,691000.0,-0000000.0,-39440000.0,-1000000.0,-25918000.0,-1000000.0,91570000.0,-0000000.0,50892000.0,-1000000.0,31085000.0,-247859000.0,-179789000.0,23980000.0
Earnings Before Tax Margin,0.0198223272539,,0.0134899337184,,-0.0921859410044,,0.190966331287,,0.116086771678,,0.0811132609019,-0.53615324838,-0.361214396971,0.0864347862652
Net Profit Margin,0.00135629548791,,-0.0815391549203,,-0.0552561336483,,0.144249475822,,0.0909087661259,,0.0585624367701,-0.491358665916,-0.314296103224,0.0420145982332
