Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,1015957.4468,227246.5438,42834.891,165338.1332,0.0,0.0,0.0,467644.7472,746260.2314
Revenue Growth,3.47072782631249,4.30517385465041,-0.740925519292122,0.0,0.0,0.0,-1,-0.373348963909428,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,1015957.4468,227246.5438,42834.891,165338.1332,0.0,0.0,0.0,467644.7472,746260.2314
R&D Expenses,1615691.4894,1470622.1198,1587487.0197,3870403.7028,4117946.1108,4431327.3827,3526259.3783,3397694.5245,2820491.1092
SG&A Expense,840159.5745,826036.8664,709501.5576,2734121.8822,2941789.5272,4584509.07,2484458.7353,1816609.9031,1694891.335
Operating Expenses,2455851.0638,2296658.9862,2296988.5774,6604525.585,7059735.638,9015836.4526,6010718.1136,2202515.0642,4515382.4443
Operating Income,-1439893.617,-2069412.4424,-2254153.6864,-6439187.4518,-7059735.638,-9015836.4526,-6010718.1136,-1734870.317,-3769122.2128
Interest Expense,320212.766,178859.447,14278.297,566469.5294,312150.483,256838.4682,15809.2176,60780.7178,100479.8194
Earnings before Tax,-1746542.5532,-1844470.0461,-2171339.5639,-5079197.7372,-6228012.2013,-8869277.2819,-5872990.3537,-7381975.3733,66327.9706
Income Tax Expense,1063.8298,8352.5346,7528.5566,4371.3037,5846.4667,2591.4195,2947.4812,50039.2979,66327.9706
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-1747606.383,-1852822.5806,-2178868.1205,-5083569.0409,-6233858.668,-8871868.7014,-5875937.8349,-7432014.6712,0.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-1747606.383,-1852822.5806,-2178868.1205,-5083569.0409,-6233858.668,-8871868.7014,-5875937.8349,-7432014.6712,0.0
EPS,-1.3564,-1.6417,-2.3364,-6.2484,-10.2949,-18.3127,-16.7203,-21.378,-12.7011
EPS Diluted,-1.3564,-1.6417,-2.3364,-6.2484,-10.2949,-18.3127,-16.7203,-21.378,-12.7011
Weighted Average Shs Out,590348.1383,532064.5161,478935.8775,365416.8167,266102.9487,301424.9928,,,
Weighted Average Shs Out (Dil),590348.1383,532064.5161,478935.8775,365416.8167,266102.9487,301424.9928,,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
EBITDA Margin,-0.3723,-2.104,-13.0447,-6.9925,-4.0694,0.0929,,,
EBIT Margin,-1.4039,-7.3295,-50.3576,-27.2939,0.0,0.0,0.0,-15.6555,0.2235
Profit Margin,-0.4574,-2.3482,-13.2053,-7.9061,-4.1635,0.0,,,
Free Cash Flow margin,-1.0963,-11.3802,-52.8727,-28.5008,0.0,0.0,0.0,-11.6723,-4.9448
EBITDA,-1422606.383,-1660138.2488,-2152388.3697,-4496271.5351,-5903914.5907,-8595738.5546,-5834137.1919,-7264081.7396,245554.6147
EBIT,-1426329.7872,-1665610.5991,-2157061.2669,-4512728.2078,-5915861.7184,-8612438.8137,-5857181.1361,-7321194.6555,166807.79
Consolidated Income,-1747606.383,-1852822.5806,-2178868.1205,-5083569.0409,-6233858.668,-8871868.7014,-5875937.8349,-7432014.6712,-3682754.7276
Earnings Before Tax Margin,-1.7191,-8.1166,-50.6909,-30.7201,0.0,0.0,0.0,-15.7854,0.0889
Net Profit Margin,-1.7202,-8.1534,-50.8667,-30.7465,0.0,0.0,0.0,-15.8924,0.0
