Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30
Revenue,2518000000.0,2463400000.0,2075400000.0,1848100000.0,1830800000.0,1827700000.0,1800300000.0,1694800000.0,1531800000.0
Revenue Growth,0.0221644881058699,0.186951912884263,0.122991180130945,0.00944942101813415,0.00169612080757236,0.0152196856079542,0.0622492329478405,0.106410758584672,
Cost of Revenue,1712900000.0,1710800000.0,1420800000.0,1260500000.0,1215500000.0,1229100000.0,1231700000.0,1136200000.0,1029700000.0
Gross Profit,805100000.0,752600000.0,654600000.0,587600000.0,615300000.0,598600000.0,568600000.0,558600000.0,502100000.0
R&D Expenses,3300000.0,46200000.0,45800000.0,47400000.0,41300000.0,34000000.0,0.0,0.0,0.0
SG&A Expense,512000000.0,462600000.0,402600000.0,358100000.0,337300000.0,334800000.0,340600000.0,348100000.0,288300000.0
Operating Expenses,515300000.0,508800000.0,448400000.0,405500000.0,378600000.0,368800000.0,364200000.0,360600000.0,316000000.0
Operating Income,273900000.0,271100000.0,234200000.0,217800000.0,259900000.0,240900000.0,204400000.0,198000000.0,186100000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,203200000.0,183200000.0,165500000.0
Earnings before Tax,160300000.0,152000000.0,135600000.0,144900000.0,112500000.0,17900000.0,-22600000.0,-23900000.0,-30300000.0
Income Tax Expense,22900000.0,68400000.0,25800000.0,33700000.0,-97700000.0,49500000.0,27000000.0,500000.0,23700000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,1200000.0,3900000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,-1200000.0,41300000.0,21000000.0
Net Income,137400000.0,83600000.0,109800000.0,111500000.0,212200000.0,16200000.0,-49600000.0,-24400000.0,-54000000.0
Preferred Dividends,-3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,137400000.0,83600000.0,109800000.0,111500000.0,212200000.0,16200000.0,-49600000.0,-24400000.0,-54000000.0
EPS,0.92,0.64,0.88,0.89,1.77,0.22,-0.66,-0.33,-0.72
EPS Diluted,0.9,0.63,0.87,0.89,1.75,0.21,-0.66,-0.32,-0.72
Weighted Average Shs Out,144245956.0,131226110.0,124954248.0,124787819.0,119575568.0,75045147.0,117301370.0,,
Weighted Average Shs Out (Dil),145954475.0,133201216.0,126737785.0,125870094.0,121348636.0,76123857.0,117301370.0,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.319737887212,0.305512706016,0.315409077768,0.317948162978,0.336082586847,0.327515456585,0.3158,0.3296,0.3278
EBITDA Margin,0.2052025417,0.18912884631,0.186710995471,0.196472052378,0.227605418396,0.217650599114,0.185,0.171,0.164
EBIT Margin,0.10877680699,0.110051148819,0.112845716488,0.117850765651,0.141959798995,0.131805000821,0.1003,0.094,0.0883
Profit Margin,0.0545671167593,0.0339368352683,0.0529054640069,0.0603322331043,0.115905615032,0.00886359905893,-0.028,-0.014,-0.035
Free Cash Flow margin,0.0117553613979,0.0803767151092,0.0769490218753,0.00849521129809,0.0168232466681,0.0305848881107,0.0101,-0.0083,0.0107
EBITDA,516700000.0,465900000.0,387500000.0,363100000.0,416700000.0,397800000.0,332800000.0,289000000.0,250700000.0
EBIT,273900000.0,271100000.0,234200000.0,217800000.0,259900000.0,240900000.0,180600000.0,159300000.0,135200000.0
Consolidated Income,137400000.0,83600000.0,109800000.0,111500000.0,212200000.0,16200000.0,-49700000.0,-23200000.0,-50100000.0
Earnings Before Tax Margin,0.0636616362192,0.0617033368515,0.0653368025441,0.0784048482225,0.0614485470832,0.00979372982437,-0.0126,-0.0141,-0.0198
Net Profit Margin,0.0545671167593,0.0339368352683,0.0529054640069,0.0603322331043,0.115905615032,0.00886359905893,-0.0276,-0.0144,-0.0353
