Date,2019-10-31,2018-10-31,2017-10-31,2016-10-31,2015-10-31,2014-10-31,2013-10-31,2012-10-31,2011-10-31
Revenue,4303000000.0,3878000000.0,3189000000.0,2918000000.0,2856000000.0,2933000000.0,2888000000.0,3315000000.0,3316000000.0
Revenue Growth,0.10959257349149,0.216055189714644,0.092871830020562,0.0217086834733894,-0.0262529832935561,0.0155817174515235,-0.128808446455505,-0.000301568154402895,
Cost of Revenue,1729000000.0,2399000000.0,1319000000.0,1244000000.0,1233000000.0,1313000000.0,1265000000.0,1434000000.0,1392000000.0
Gross Profit,2574000000.0,1479000000.0,1870000000.0,1674000000.0,1623000000.0,1620000000.0,1623000000.0,1881000000.0,1924000000.0
R&D Expenses,688000000.0,607000000.0,498000000.0,425000000.0,387000000.0,361000000.0,375000000.0,377000000.0,381000000.0
SG&A Expense,1155000000.0,1185000000.0,1049000000.0,818000000.0,787000000.0,790000000.0,752000000.0,771000000.0,806000000.0
Operating Expenses,1863000000.0,1825000000.0,1631000000.0,1268000000.0,1192000000.0,1151000000.0,1127000000.0,1148000000.0,1187000000.0
Operating Income,711000000.0,-346000000.0,239000000.0,406000000.0,431000000.0,469000000.0,496000000.0,733000000.0,737000000.0
Interest Expense,80000000.0,83000000.0,80000000.0,47000000.0,46000000.0,3000000.0,0.0,0.0,0.0
Earnings before Tax,715000000.0,-411000000.0,179000000.0,366000000.0,388000000.0,475000000.0,501000000.0,746000000.0,749000000.0
Income Tax Expense,94000000.0,-576000000.0,77000000.0,31000000.0,-125000000.0,83000000.0,44000000.0,-95000000.0,-38000000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,621000000.0,165000000.0,102000000.0,335000000.0,513000000.0,392000000.0,457000000.0,841000000.0,787000000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,621000000.0,165000000.0,102000000.0,335000000.0,513000000.0,392000000.0,457000000.0,841000000.0,787000000.0
EPS,3.31,0.88,0.57,1.97,3.04,2.35,2.74,5.04,
EPS Diluted,3.25,0.86,0.56,1.95,3.0,2.35,2.74,5.04,
Weighted Average Shs Out,188000000.0,187000000.0,180000000.0,170000000.0,169000000.0,167835626.0,167835626.0,,
Weighted Average Shs Out (Dil),191000000.0,191000000.0,182000000.0,172000000.0,171000000.0,167000000.0,167000000.0,167000000.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.598187311178,0.38138215575,0.586390718093,0.573680603153,0.568277310924,0.5523,0.562,0.5674,0.5802
EBITDA Margin,0.236811526842,-0.00928313563693,0.148322358106,0.185058259082,0.185574229692,0.192,0.2,0.245,0.243
EBIT Margin,0.165233557983,-0.089221248066,0.0749451238633,0.139136394791,0.150910364146,0.163,0.1735,0.225,0.2259
Profit Margin,0.144317917732,0.0425477050026,0.0319849482596,0.114804660727,0.179621848739,0.134,0.158,0.254,0.237
Free Cash Flow margin,0.204043690449,0.109076843734,0.0755722797115,0.111377655929,0.0994397759104,0.1681,0.1721,0.1873,0.1993
EBITDA,1019000000.0,-36000000.0,473000000.0,540000000.0,530000000.0,562000000.0,578000000.0,811000000.0,805000000.0
EBIT,711000000.0,-346000000.0,239000000.0,406000000.0,431000000.0,478000000.0,501000000.0,746000000.0,749000000.0
Consolidated Income,621000000.0,165000000.0,102000000.0,335000000.0,513000000.0,392000000.0,457000000.0,841000000.0,787000000.0
Earnings Before Tax Margin,0.166163141994,-0.105982465188,0.0561304484164,0.1254283756,0.135854341737,0.162,0.1735,0.225,0.2259
Net Profit Margin,0.144317917732,0.0425477050026,0.0319849482596,0.114804660727,0.179621848739,0.1337,0.1582,0.2537,0.2373
