Date,2018-12-31,2017-12-31
Cash and cash equivalents,236032272.0695,33671000.0
Short-term investments,18813314.0376,0.0
Cash and short-term investments,254845586.1071,33671000.0
Receivables,22021418.2344,483000.0
Inventories,21709840.8104,522000.0
Total current assets,351472648.3357,39820000.0
Property Plant & Equipment Net,130968451.5195,6012000.0
Goodwill and Intangible Assets,0.0,
Long-term investments,0.0,
Tax assets,0.0,
Total non-current assets,152879884.2258,
Total assets,504352532.5615,51783000.0
Payables,29074095.5137,308000.0
Short-term debt,27416931.9826,
Total current liabilities,113008683.068,59673000.0
Long-term debt,32846454.4139,0.0
Total debt,60263386.3965,
Deferred revenue,18302315.4848,
Tax Liabilities,0.0,
Deposit Liabilities,0.0,
Total non-current liabilities,51148769.8987,
Total liabilities,164157452.9667,59678000.0
Other comprehensive income,-300434.1534,
Retained earnings (deficit),-469856005.7887,-8663000.0
Total shareholders equity,-278957018.8133,-7895000.0
Investments,18813314.0376,
Net Debt,,
Other Assets,54423154.8481,
Other Liabilities,56517655.5717,
