Date,2018-12-31,2017-12-31
Revenue,112574000.0,73081000.0
Revenue Growth,0.540400377663141,
Cost of Revenue,59852000.0,43642000.0
Gross Profit,52722000.0,29439000.0
R&D Expenses,38592000.0,28470000.0
SG&A Expense,66813000.0,40617000.0
Operating Expenses,112817000.0,74979000.0
Operating Income,-60095000.0,-45540000.0
Interest Expense,2024000.0,1469000.0
Earnings before Tax,-62119000.0,-47009000.0
Income Tax Expense,-135000.0,26000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-61984000.0,-47035000.0
Preferred Dividends,52037000.0,11745000.0
Net Income Com,-114021000.0,-58780000.0
EPS,-23.76,-12.13
EPS Diluted,-23.76,-12.13
Weighted Average Shs Out,35078000.0,35078000.0
Weighted Average Shs Out (Dil),4798000.0,4847000.0
Dividend per Share,0.0,0.0
Gross Margin,0.4683,0.4028
EBITDA Margin,-0.468,-0.543
EBIT Margin,-0.5338,-0.6231
Profit Margin,-1.013,-0.804
Free Cash Flow margin,-0.3779,-0.537
EBITDA,-52683000.0,-39648000.0
EBIT,-60095000.0,-45540000.0
Consolidated Income,-61984000.0,-47035000.0
Earnings Before Tax Margin,-0.5518,-0.6432
Net Profit Margin,-0.5506,-0.6436
