Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,72011000.0,74101000.0,79177000.0,81935000.0,0.0,154822000.0,149013000.0,143463000.0,119314000.0
Stock-based compensation,2231000.0,4053000.0,20680000.0,42136000.0,0.0,4482000.0,5864000.0,8338000.0,7219000.0
Operating Cash Flow,65907000.0,26515000.0,-49982000.0,-56086000.0,0.0,-3144000.0,-18834000.0,158183000.0,262680000.0
Capital Expenditure,1462000.0,290000.0,329000.0,770000.0,0.0,1205000.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0
Investing Cash flow,-195375000.0,14961000.0,6873000.0,-56774000.0,83414000.0,-73955000.0,-3669000.0,-133367000.0,-870230000.0
Issuance (repayment) of debt,-11845000.0,-2763000.0,-1500000.0,-7003000.0,-0.0,-1489000.0,-4085000.0,-8011000.0,-1120000.0
Issuance (buybacks) of shares,-87250000.0,-174479000.0,-133400000.0,-121074000.0,-83414000.0,-122722000.0,-21879000.0,-227968000.0,-215677000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-1589000.0,-4081000.0,-7603000.0,-5369000.0
Financing Cash Flow,127283000.0,-5598000.0,55435000.0,150520000.0,0.0,199821000.0,-132865000.0,-67725000.0,690160000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-2185000.0,35878000.0,133400000.0,121074000.0,83414000.0,122722000.0,72600000.0,227968000.0,82610000.0
Free Cash Flow,64445000.0,26225000.0,-50311000.0,-56856000.0,0.0,-4349000.0,-18834000.0,158183000.0,262680000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
