Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,49673000.0,33282000.0,17224000.0,7166000.0,0.0,1208000.0
Stock-based compensation,17609000.0,20437000.0,18604000.0,14730000.0,0.0,91000.0
Operating Cash Flow,-20651000.0,-27958000.0,-35510000.0,-18468000.0,0.0,-13629000.0
Capital Expenditure,39550000.0,27848000.0,15526000.0,6515000.0,0.0,-10438000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,0.0,-15521000.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-160411000.0,157801000.0,-97797000.0,-43684000.0,0.0,-25909000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,0.0,23000000.0
Issuance (buybacks) of shares,-228320000.0,-238433000.0,-134563000.0,-145726000.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,274024000.0,165557000.0,122144000.0,207878000.0,0.0,34286000.0
Effect of forex changes on cash,-36000.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,92962000.0,295400000.0,-11163000.0,145726000.0,0.0,-5252000.0
Free Cash Flow,-60201000.0,-55806000.0,-51036000.0,-24983000.0,0.0,-24067000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0316,0.0316
