Date,2018-12-31,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Depreciation & Amortization,0.0,3025092.0,1523031.0,1099228.0,420877.0,3243789.0,1212702.0,1496783.0,1436017.0,,1483800.0
Stock-based compensation,0.0,4023697.0,4333430.0,3740526.0,2788677.0,2886318.0,2018494.0,1961561.0,1808860.0,,
Operating Cash Flow,0.0,-133950886.0,-62250144.0,-48461800.0,-38996209.0,-30911169.0,-5899558.0,4554804.0,-12186017.0,-7068700.0,21342332.0
Capital Expenditure,0.0,9974683.0,1837167.0,2226256.0,924429.0,378006.0,595446.0,568133.0,-605988.0,-684464.0,-639984.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,,
Investment purchases and sales,0.0,-10380182.0,0.0,0.0,0.0,-34871120.0,0.0,0.0,9870000.0,,
Investing Cash flow,492860000.0,74757061.0,-76263679.0,45874715.0,-52740347.0,-34849126.0,-457567.0,-568133.0,9218022.0,9185536.0,60016.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,-492860000.0,-544272502.0,-28693570.0,-13203625.0,-13452775.0,22847954.0,-26540592.0,-32838096.0,147401.0,25616.0,-144040.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,0.0,627902532.0,168803496.0,2363978.0,98716990.0,31277069.0,14765243.0,1753815.0,147401.0,25616.0,-144040.0
Effect of forex changes on cash,0.0,-45775.0,-99728.0,-26043.0,-489153.0,118720.0,79786.0,0.0,0.0,,
Net cash flow / Change in cash,492860000.0,568662932.0,30189945.0,-249150.0,6491281.0,-34364506.0,8487904.0,5740486.0,2142452.0,,
Free Cash Flow,0.0,-143925569.0,-64087311.0,-50688056.0,-39920638.0,-31289175.0,-6495004.0,3986671.0,-7753164.0,,
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311,,0.1435
