Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,223000.0,206000.0,178000.0
Stock-based compensation,177000.0,319000.0,135000.0
Operating Cash Flow,-25276000.0,-21387000.0,-19720000.0
Capital Expenditure,-235000.0,-68000.0,-793000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-14006000.0,0.0,0.0
Investing Cash flow,-14241000.0,-68000.0,-793000.0
Issuance (repayment) of debt,-5500000.0,3977000.0,5678000.0
Issuance (buybacks) of shares,46455000.0,12015000.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,40955000.0,23974000.0,16357000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,1438000.0,2519000.0,-4156000.0
Free Cash Flow,-25511000.0,-21455000.0,-20513000.0
Net Cash/Marketcap,0.4722,0.0002,0.0002
