Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,43626000.0,0.0,0.0,0.0,0.0,18774000.0,18539000.0
Revenue Growth,0.0,0.0,0.0,0.0,-1,0.0126759803657155,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,18774000.0,18539000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,18060000.0,13937000.0,13124000.0,12493000.0,8380000.0,10499000.0,10223000.0
Operating Expenses,19537000.0,14472000.0,13659000.0,13028000.0,8380000.0,13358000.0,13287000.0
Operating Income,8590000.0,9818000.0,10692000.0,11863000.0,5901000.0,5416000.0,5252000.0
Interest Expense,5949000.0,3374000.0,2870000.0,2715000.0,1960000.0,0.0,0.0
Earnings before Tax,8590000.0,9818000.0,10692000.0,11863000.0,5901000.0,5416000.0,5252000.0
Income Tax Expense,1538000.0,2874000.0,3112000.0,3443000.0,1609000.0,1160000.0,1035000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,7052000.0,6944000.0,7580000.0,8420000.0,4292000.0,4256000.0,4217000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,7052000.0,6944000.0,7580000.0,8420000.0,4292000.0,4256000.0,4217000.0
EPS,1.42,1.7,1.86,2.07,1.63,1.73,1.73
EPS Diluted,1.4,1.69,1.86,2.07,1.63,1.72,1.7
Weighted Average Shs Out,4981814.0,4088191.0,4081247.0,4071855.0,2633871.0,,
Weighted Average Shs Out (Dil),5031130.0,4110372.0,4086190.0,4071855.0,2635090.0,2463571.0,2438281.0
Dividend per Share,0.900195383542,0.875103275324,0.879058487246,0.849981151097,0.88535875435,0.84,0.84
Gross Margin,0.0,0.0,0.0,0.0,0.0,1.0,1.0
EBITDA Margin,0.265002521432,0.0,0.0,0.0,0.0,0.322,0.309
EBIT Margin,0.196900930638,0.0,0.0,0.0,0.0,0.2885,0.2833
Profit Margin,0.16164672443,0.0,0.0,0.0,0.0,0.227,0.227
Free Cash Flow margin,0.211594003576,0.0,0.0,0.0,0.0,0.4162,0.3031
EBITDA,11561000.0,11942000.0,13552000.0,13758000.0,5424000.0,6045000.0,5736000.0
EBIT,8590000.0,9818000.0,10692000.0,11863000.0,5901000.0,5416000.0,5252000.0
Consolidated Income,7052000.0,6944000.0,7580000.0,8420000.0,4292000.0,4256000.0,4217000.0
Earnings Before Tax Margin,0.196900930638,0.0,0.0,0.0,0.0,0.2885,0.2833
Net Profit Margin,0.16164672443,0.0,0.0,0.0,0.0,0.2267,0.2275
