Date,2018-12-31,2017-12-31,2016-12-31
Revenue,668000.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,,
Gross Profit,0.0,-96000.0,-92000.0
R&D Expenses,15455000.0,6210000.0,7376000.0
SG&A Expense,4857000.0,8442000.0,9409000.0
Operating Expenses,20312000.0,,
Operating Income,-19644000.0,-8538000.0,-9501000.0
Interest Expense,3924000.0,,
Earnings before Tax,-23800000.0,-10247000.0,-9220000.0
Income Tax Expense,0.0,,
Net Income - Non-Controlling int,0.0,,
Net Income - Discontinued ops,0.0,,
Net Income,-23846000.0,,
Preferred Dividends,0.0,,
Net Income Com,-23846000.0,-10247000.0,-9220000.0
EPS,-4.49,-0.52,-0.47
EPS Diluted,-4.49,-0.52,-0.47
Weighted Average Shs Out,5305062.0,19588000.0,19588000.0
Weighted Average Shs Out (Dil),5305062.0,,
Dividend per Share,0.0,,
Gross Margin,0.0,0.0,0.0
EBITDA Margin,-29.25,,
EBIT Margin,-29.4071856287,,
Profit Margin,-35.6976047904,,
Free Cash Flow margin,-25.7065868263,,
EBITDA,-19539000.0,,
EBIT,-19644000.0,,
Consolidated Income,-23846000.0,,
Earnings Before Tax Margin,-35.628742515,0.0,0.0
Net Profit Margin,-35.6976047904,,
