Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,575779.2593,85760.4085,0.0,0.0
Revenue Growth,5.71381199519356,0.0,0.0,0.0
Cost of Revenue,426053.3333,50235.6638,0.0,0.0
Gross Profit,149725.9259,35524.7447,0.0,0.0
R&D Expenses,4122989.6296,3480271.7989,2067183.7798,351994.9385
SG&A Expense,5094695.5556,2360276.5122,1053043.1548,110311.6414
Operating Expenses,12637433.3333,8544519.2459,6653290.1786,718737.5271
Operating Income,-12487707.4074,-8508994.5012,-6653290.1786,-718737.5271
Interest Expense,0.0,54644.1477,19276.7857,66.5221
Earnings before Tax,-7436897.7778,-8928807.5412,-6676597.4702,-720052.7838
Income Tax Expense,-1234.8148,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-7435662.963,-8928807.5412,-6676597.4702,-720052.7838
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-7435662.963,-8928807.5412,-6676597.4702,-720052.7838
EPS,-0.2815,-0.4085,-0.4092,-0.0289
EPS Diluted,-0.2815,-0.4085,-0.4092,-0.0289
Weighted Average Shs Out,35250525.1852,32822927.7298,31088978.4226,12628000.0
Weighted Average Shs Out (Dil),19690862.2222,17139289.0809,12159549.1071,18633051.3377
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.26,0.4142,0.0,0.0
EBITDA Margin,-9.3022,-80.392,,
EBIT Margin,-12.9162,-103.4762,0.0,0.0
Profit Margin,-9.5659,-81.7855,,
Free Cash Flow margin,-25.4165,-78.6307,0.0,0.0
EBITDA,-7230511.8519,-8776650.4321,-6640529.7619,-719531.4534
EBIT,-7436897.7778,-8874163.3936,-6657320.6845,-719986.2617
Consolidated Income,-7435662.963,-8928807.5412,-6676597.4702,-720052.7838
Earnings Before Tax Margin,-12.9162,-104.1134,0.0,0.0
Net Profit Margin,-12.9141,-104.1134,0.0,0.0
