Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,2433000.0,1484000.0,698000.0,699000.0,664000.0,784000.0,946000.0
Stock-based compensation,1660000.0,1750000.0,5573000.0,4407000.0,7020000.0,739000.0,2816000.0
Operating Cash Flow,-16537000.0,-33649000.0,-46015000.0,-33308000.0,-11700000.0,-8908000.0,-11634000.0
Capital Expenditure,122000.0,1405000.0,4746000.0,2322000.0,-1397000.0,-59000.0,-550000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-122000.0,-1405000.0,-13914000.0,-10392000.0,-1397000.0,-59000.0,-550000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,-15823000.0,-31768000.0,-34324000.0,-91051000.0,63524000.0,12045000.0,7283000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,201000.0,33323000.0,2944000.0,77470000.0,63200000.0,12045000.0,7283000.0
Effect of forex changes on cash,513000.0,-825000.0,258000.0,-48000.0,-18000.0,-1000.0,0.0
Net cash flow / Change in cash,-15945000.0,-2556000.0,-56727000.0,33722000.0,50085000.0,3077000.0,-4901000.0
Free Cash Flow,-16659000.0,-35054000.0,-50761000.0,-35630000.0,-13097000.0,-8967000.0,-12184000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.232,0.232,0.232
