Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0
R&D Expenses,39885000.0,19957000.0,9134000.0
SG&A Expense,18218000.0,7574000.0,3891000.0
Operating Expenses,58103000.0,27531000.0,13025000.0
Operating Income,-58103000.0,-27531000.0,-13025000.0
Interest Expense,0.0,-215000.0,-287000.0
Earnings before Tax,0.0,-28047000.0,-13332000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-56946000.0,-28047000.0,-13332000.0
Preferred Dividends,3937000.0,6085000.0,1645000.0
Net Income Com,-56946000.0,-34132000.0,-14977000.0
EPS,-2.78,-9.1,-5.28
EPS Diluted,-2.78,-9.1,-5.28
Weighted Average Shs Out,21871029.0,31871000.0,31871000.0
Weighted Average Shs Out (Dil),21871029.0,3750790.0,2834733.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0
EBITDA Margin,0.0,,
EBIT Margin,0.0,0.0,0.0
Profit Margin,0.0,,
Free Cash Flow margin,0.0,0.0,0.0
EBITDA,-56168000.0,-27428000.0,-13124000.0
EBIT,-58103000.0,-28262000.0,-13619000.0
Consolidated Income,-56946000.0,-28047000.0,-13332000.0
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0
