Date,2019-02-02,2018-02-03,2017-01-28,2016-01-30,2015-01-31,2014-01-25
Revenue,9960000.0,0.0,215984000.0,180690000.0,141883000.0,108169000.0
Revenue Growth,0.0,-1,0.195329016547678,0.273514092597422,0.311678946833196,
Cost of Revenue,-88019000.0,0.0,107534000.0,85359000.0,64185000.0,48403000.0
Gross Profit,97979000.0,107243000.0,108450000.0,95331000.0,77698000.0,59766000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,125722000.0,263860000.0,114756000.0,80116000.0,66565000.0,52369000.0
Operating Expenses,125722000.0,263860000.0,114756000.0,80116000.0,67421000.0,52369000.0
Operating Income,0.0,0.0,-6306000.0,15215000.0,10277000.0,7397000.0
Interest Expense,0.0,0.0,76000.0,1051000.0,2345000.0,1967000.0
Earnings before Tax,0.0,0.0,-5903000.0,-126763000.0,6121000.0,-3097000.0
Income Tax Expense,0.0,0.0,-2235000.0,4668000.0,-333000.0,3067000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,0.0,0.0,-3668000.0,-131431000.0,6454000.0,-6164000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,0.0,0.0,-3668000.0,-131431000.0,6454000.0,-6164000.0
EPS,0.0,0.0,-0.15,-6.65,0.54,-0.52
EPS Diluted,0.0,0.0,-0.15,-6.65,0.45,-0.52
Weighted Average Shs Out,0.0,0.0,25020009.0,23991972.0,,
Weighted Average Shs Out (Dil),0.0,0.0,24699290.0,19776946.0,11984763.0,11928626.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,9.83724899598,0.0,0.5021,0.5276,0.5476,0.5525
EBITDA Margin,0.693172690763,0.0,0.014,-0.66,0.098,0.033
EBIT Margin,0.0,0.0,-0.027,-0.6957,0.0597,-0.0104
Profit Margin,0.0,0.0,-0.017,-0.727,0.045,-0.057
Free Cash Flow margin,0.0,0.0,-0.0502,-0.0135,0.0269,0.0503
EBITDA,6904000.0,8431000.0,3000000.0,-119267000.0,13913000.0,3615000.0
EBIT,0.0,0.0,-5827000.0,-125712000.0,8466000.0,-1130000.0
Consolidated Income,0.0,0.0,-3668000.0,-131431000.0,6454000.0,-6164000.0
Earnings Before Tax Margin,0.0,0.0,-0.0273,-0.7015,0.0431,-0.0286
Net Profit Margin,0.0,0.0,-0.017,-0.7274,0.0455,-0.057
