Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Revenue,0.0,10571.0,140774.0,0.0,0.0
Revenue Growth,-1,-0.92490800858113,0.0,0.0,
Cost of Revenue,0.0,4819.0,85397.0,0.0,0.0
Gross Profit,0.0,5752.0,55377.0,0.0,-2000.0
R&D Expenses,168248.0,361616.0,203600.0,0.0,
SG&A Expense,1331060.0,1305563.0,1105367.0,1122307.0,201000.0
Operating Expenses,1499308.0,1667179.0,1308967.0,1122307.0,
Operating Income,-1499308.0,-1661427.0,-1253590.0,-1122307.0,-203000.0
Interest Expense,-75859.0,274.0,-1006.0,0.0,
Earnings before Tax,-1425181.0,-1604141.0,-1193216.0,-1124850.0,-203000.0
Income Tax Expense,0.0,0.0,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,
Net Income,-1425181.0,-1604141.0,-1193216.0,-1124850.0,
Preferred Dividends,0.0,0.0,0.0,0.0,
Net Income Com,-1425181.0,-1604141.0,-1193216.0,-1124850.0,-203000.0
EPS,-0.07,-0.08,-0.06,-0.09,0.0
EPS Diluted,-0.07,-0.08,-0.06,-0.09,0.0
Weighted Average Shs Out,20943846.0,19170827.0,18797069.0,18415483.0,91667000.0
Weighted Average Shs Out (Dil),20119430.0,19130098.0,18596678.0,14543289.0,
Dividend per Share,0.0,0.0,0.0,0.0,
Gross Margin,0.0,0.5441,0.3934,0.0,0.0
EBITDA Margin,-148.63,-8.127,,,
EBIT Margin,0.0,-151.7233,-8.4833,0.0,
Profit Margin,-151.749,-8.476,,,
Free Cash Flow margin,0.0,-142.9047,-7.6166,0.0,
EBITDA,-1464734.0,-1571173.0,-1144125.0,-1095025.0,
EBIT,-1501040.0,-1603867.0,-1194222.0,-1124850.0,
Consolidated Income,-1425181.0,-1604141.0,-1193216.0,-1124850.0,
Earnings Before Tax Margin,0.0,-151.7492,-8.4761,0.0,0.0
Net Profit Margin,0.0,-151.7492,-8.4761,0.0,
