Date,2018-12-31,2017-12-31,2016-12-31
Revenue,152335890.0145,85961305.925,7901223.9021
Revenue Growth,0.772144901421238,9.879492467256,
Cost of Revenue,80338205.4993,56289752.1161,8618286.5371
Gross Profit,71997684.5152,29671553.8089,-717062.635
R&D Expenses,13746599.1317,10809703.7485,7368178.5457
SG&A Expense,59717800.2894,26964782.3458,20858027.3578
Operating Expenses,73464399.4211,37774486.0943,28226205.9035
Operating Income,-1466714.9059,-8102932.2854,-28943268.5385
Interest Expense,0.0,0.0,0.0
Earnings before Tax,1140376.2663,-10027811.3664,-28844780.4176
Income Tax Expense,826193.9219,2798669.8912,24046.0763
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,314182.3444,-12826481.2576,-28868826.4939
Preferred Dividends,0.0,0.0,0.0
Net Income Com,314182.3444,-12826481.2576,-28868826.4939
EPS,-0.7294,-2.1901,-4.2635
EPS Diluted,-0.7294,-2.1901,-4.2635
Weighted Average Shs Out,37946883.2127,39633156.4389,
Weighted Average Shs Out (Dil),15050042.547,9503571.7956,8250169.4744
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.4726,0.3452,-0.0908
EBITDA Margin,0.0017,-0.0165,-0.5179
EBIT Margin,0.0075,-0.1167,-3.6507
Profit Margin,0.0003,-0.0225,-0.5261
Free Cash Flow margin,0.099,0.3432,-2.2663
EBITDA,1820694.6454,-9411275.6953,-28420302.3758
EBIT,1140376.2663,-10027811.3664,-28844780.4176
Consolidated Income,314182.3444,-12826481.2576,-28868826.4939
Earnings Before Tax Margin,0.0075,-0.1167,-3.6507
Net Profit Margin,0.0021,-0.1492,-3.6537
