Date,2018-12-31,2017-12-31
Cash and cash equivalents,41000.0,36000.0
Short-term investments,0.0,0.0
Cash and short-term investments,41000.0,36000.0
Receivables,24469000.0,22245000.0
Inventories,0.0,0.0
Total current assets,29123000.0,26697000.0
Property Plant & Equipment Net,10458000.0,8793000.0
Goodwill and Intangible Assets,56106000.0,50848000.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,69028000.0,61592000.0
Total assets,98151000.0,88289000.0
Payables,4390000.0,3077000.0
Short-term debt,0.0,0.0
Total current liabilities,29547000.0,26253000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,3316000.0,2120000.0
Total liabilities,32863000.0,28373000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),,
Total shareholders equity,55856000.0,54996000.0
Investments,0.0,0.0
Net Debt,-41000.0,-36000.0
Other Assets,4613000.0,4416000.0
Other Liabilities,25157000.0,23176000.0
