Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,16418000.0,168214000.0,0.0,22000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,16418000.0,168214000.0,0.0,22000.0
Receivables,0.0,0.0,11905000.0,6673000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,16418000.0,168214000.0,16046000.0,6695000.0
Property Plant & Equipment Net,0.0,0.0,104478000.0,103680000.0
Goodwill and Intangible Assets,262531000.0,138725000.0,32680000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,
Total non-current assets,963325000.0,560299000.0,,
Total assets,979743000.0,728513000.0,155667000.0,144256000.0
Payables,20800000.0,7545000.0,1576000.0,227000.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,20800000.0,7545000.0,1487000.0,227000.0
Long-term debt,543965000.0,307074000.0,0.0,0.0
Total debt,543965000.0,307074000.0,0.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,543965000.0,307074000.0,,
Total liabilities,624392000.0,372578000.0,1576000.0,227000.0
Other comprehensive income,370530000,364919000,0.0,
Retained earnings (deficit),-8486000.0,-9246000.0,0.0,144029000.0
Total shareholders equity,355351000.0,355935000.0,154091000.0,144029000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,527547000.0,138860000.0,,
Other Assets,0.0,0.0,,
Other Liabilities,59627000.0,57959000.0,-89000.0,0.0
