Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,16267000.0,20379000.0,24311000.0,27438000.0,30306000.0,36383000.0,0.0
Stock-based compensation,8530000.0,4882000.0,5441000.0,4425000.0,6368000.0,6835000.0,0.0
Operating Cash Flow,-2448000.0,-3921000.0,-269000.0,4926000.0,23087000.0,48946000.0,0.0
Capital Expenditure,6077000.0,6685000.0,4212000.0,7957000.0,4890000.0,5168000.0,0.0
Acquisitions and disposals,-0.0,-0.0,-625000.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,-1500000.0,0.0,0.0,0.0,-3865000.0,-2994000.0,0.0
Investing Cash flow,-6383000.0,-6609000.0,-5040000.0,-8107000.0,-6354000.0,-7761000.0,0.0
Issuance (repayment) of debt,-13920000.0,-6568000.0,-0.0,-0.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-1500000.0,-10857000.0,-4077000.0,0.0,-2401000.0,-744000.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-3674000.0,-14444000.0,-23275000.0,-0.0
Financing Cash Flow,6155000.0,10237000.0,5455000.0,-6414000.0,-21372000.0,-46460000.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-2676000.0,-293000.0,146000.0,-9595000.0,-4639000.0,25559000.0,0.0
Free Cash Flow,-8525000.0,-10606000.0,-4481000.0,-3031000.0,18197000.0,43778000.0,0.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
