Date,2018-12-31,2017-12-31,2016-12-31
Revenue,6701071.0,786025.0,15000.0
Revenue Growth,7.52526446359849,51.4016666666667,
Cost of Revenue,5663942.0,1030843.0,37855.0
Gross Profit,1037129.0,-244818.0,-22855.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,3922461.0,585607.0,46192.0
Operating Expenses,4588525.0,670249.0,196192.0
Operating Income,-3551396.0,-915067.0,-219047.0
Interest Expense,153824.0,27151.0,0.0
Earnings before Tax,-3053743.0,-57181.0,-380797.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,-731130.0,-859351.0,-16643.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-3053743.0,-57181.0,-380797.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-3053743.0,-57181.0,-380797.0
EPS,-0.46,-0.01,-0.05
EPS Diluted,-0.46,-0.01,-0.05
Weighted Average Shs Out,7243024.0,7243000.0,7243000.0
Weighted Average Shs Out (Dil),6582737.0,6552679.0,
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.1548,-0.3115,-1.5237
EBITDA Margin,-0.336,0.046,-25.386
EBIT Margin,-0.4328,-0.0382,-25.3865
Profit Margin,-0.456,-0.073,-25.386
Free Cash Flow margin,-0.5056,-1.1571,-58.7059
EBITDA,-2248852.0,35865.0,-380797.0
EBIT,-2899919.0,-30030.0,-380797.0
Consolidated Income,-3784873.0,-916532.0,-397440.0
Earnings Before Tax Margin,-0.4557,-0.0727,-25.3865
Net Profit Margin,-0.4557,-0.0727,-25.3865
