Date,2018-12-31,2017-12-31
Revenue,363634000.0,295517000.0
Revenue Growth,0.230501121762877,
Cost of Revenue,225525000.0,204790000.0
Gross Profit,138109000.0,90727000.0
R&D Expenses,0.0,0.0
SG&A Expense,45383000.0,38781000.0
Operating Expenses,81626000.0,71384000.0
Operating Income,56483000.0,19343000.0
Interest Expense,1920000.0,0.0
Earnings before Tax,54563000.0,19343000.0
Income Tax Expense,17137000.0,-79635000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,37426000.0,98978000.0
Preferred Dividends,0.0,0.0
Net Income Com,37426000.0,98978000.0
EPS,0.57,1.5
EPS Diluted,0.57,1.5
Weighted Average Shs Out,72400000.0,72000000.0
Weighted Average Shs Out (Dil),66150000.0,66150000.0
Dividend per Share,0.0,0.0
Gross Margin,0.3798,0.307
EBITDA Margin,0.227,0.143
EBIT Margin,0.1553,0.0655
Profit Margin,0.103,0.335
Free Cash Flow margin,0.1217,0.1014
EBITDA,82587000.0,42324000.0
EBIT,56483000.0,19343000.0
Consolidated Income,37426000.0,98978000.0
Earnings Before Tax Margin,0.15,0.0655
Net Profit Margin,0.1029,0.3349
