Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,33296000.0,63661000.0,19116000.0,16036000.0
Short-term investments,204258000.0,0.0,0.0,0.0
Cash and short-term investments,237554000.0,63661000.0,19116000.0,16036000.0
Receivables,0.0,0.0,0.0,5980000.0
Inventories,0.0,0.0,0.0,81000.0
Total current assets,237554000.0,73617000.0,34371000.0,29084000.0
Property Plant & Equipment Net,13242000.0,13435000.0,15719000.0,11949000.0
Goodwill and Intangible Assets,9847000.0,10054000.0,10288000.0,4549000.0
Long-term investments,0.0,159272000.0,106361000.0,122779000.0
Tax assets,2467000.0,3102000.0,5137000.0,
Total non-current assets,1178661000.0,,,
Total assets,1416215000.0,1301291000.0,1127531000.0,925000000.0
Payables,0.0,0.0,0.0,784115000.0
Short-term debt,14891000.0,0.0,0.0,0.0
Total current liabilities,14891000.0,1156701000.0,993063000.0,803711000.0
Long-term debt,16336000.0,63000000.0,97000000.0,49000000.0
Total debt,31227000.0,62677000.0,97431000.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,1134635000.0,1120382000.0,924924000.0,
Total non-current liabilities,18038000.0,,,
Total liabilities,1264455000.0,1193331000.0,1030960000.0,839029000.0
Other comprehensive income,0.0,-783000.0,-1126000.0,
Retained earnings (deficit),62891000.0,49232000.0,39391000.0,28000000.0
Total shareholders equity,151760000.0,107960000.0,96571000.0,85634000.0
Investments,204258000.0,1187030000.0,1058525000.0,-4661000.0
Net Debt,-2069000.0,,,
Other Assets,0.0,,,
Other Liabilities,1231526000.0,1156701000.0,993063000.0,19596000.0
