Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Revenue,50700000.0,2708000000.0,609400000.0,2676000000.0,677100000.0,2502000000.0,773700000.0,2568000000.0,669000000.0,2446000000.0,0.0,0.0,0.0
Revenue Growth,-0.981277695716396,3.44371512963571,-0.772272047832586,2.95214887018166,-0.729376498800959,2.23381155486623,-0.698714953271028,2.83856502242152,-0.726492232215863,0.0,0.0,0.0,0.0
Cost of Revenue,1315000000.0,1468000000.0,1266300000.0,1434000000.0,624700000.0,1423000000.0,572800000.0,1519000000.0,527700000.0,1390000000.0,462200000.0,1165900000.0,1139100000.0
Gross Profit,-1264300000.0,1240000000.0,-656900000.0,1242000000.0,52400000.0,1080000000.0,200900000.0,1049000000.0,141300000.0,1056000000.0,-462200000.0,-1165900000.0,-1139100000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Operating Expenses,789600000.0,604000000.0,790800000.0,588000000.0,1347400000.0,550000000.0,1460900000.0,515000000.0,1349400000.0,487000000.0,1308800000.0,672300000.0,644100000.0
Operating Income,603600000.0,635000000.0,618900000.0,653000000.0,530100000.0,530000000.0,534500000.0,534000000.0,569200000.0,569000000.0,538900000.0,479800000.0,472300000.0
Interest Expense,290700000.0,291000000.0,161500000.0,162000000.0,199300000.0,199000000.0,188500000.0,188000000.0,198400000.0,198000000.0,220800000.0,218400000.0,184800000.0
Earnings before Tax,124600000.0,,460200000.0,,334500000.0,,358500000.0,,263300000.0,,211300000.0,174200000.0,311900000.0
Income Tax Expense,233300000.0,233000000.0,172200000.0,172000000.0,122700000.0,123000000.0,115700000.0,116000000.0,129200000.0,129000000.0,104600000.0,84800000.0,99000000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,-106200000.0,-106000000.0,290000000.0,290000000.0,213000000.0,213000000.0,242800000.0,243000000.0,250200000.0,250000000.0,199900000.0,174400000.0,211700000.0
Preferred Dividends,37300000.0,,16500000.0,,1600000.0,,1600000.0,,1600000.0,,1600000.0,1600000.0,1600000.0
Net Income Com,-106200000.0,-106000000.0,290000000.0,290000000.0,213000000.0,213000000.0,242800000.0,243000000.0,250200000.0,250000000.0,199900000.0,174400000.0,211700000.0
EPS,-0.67,-0.67,1.61,1.61,1.37,1.37,1.57,1.57,1.62,1.62,1.36,1.27,0.0
EPS Diluted,-0.67,-0.67,1.61,1.61,1.37,1.37,1.57,1.57,1.62,1.62,1.35,1.25,0.0
Weighted Average Shs Out,215500000.0,216000000.0,169400000.0,169000000.0,154200000.0,154000000.0,153900000.0,154000000.0,153500000.0,154000000.0,145500000.0,135600000.0,135100000.0
Weighted Average Shs Out (Dil),215500000.0,216000000.0,169800000.0,170000000.0,154800000.0,155000000.0,154100000.0,154000000.0,153700000.0,154000000.0,147200000.0,138700000.0,136900000.0
Dividend per Share,1.26218097448,,1.14252061249,,1.00452196382,,0.94484101233,,0.893298633702,,0.852581521739,0.829848594088,0.834185536888
Gross Margin,-24.9368836292,0.45790251107829,-1.07794552018,0.46412556053812,0.0773888642741,0.43165467625899,0.259661367455,0.40848909657321,0.211210762332,0.43172526573998,0.0,0.0,0.0
EBITDA Margin,21.1183431953,0.32570162481536,1.75221529373,0.40022421524664,1.38088908581,0.37529976019185,1.17965619749,0.36020249221184,1.40388639761,0.38757154538021,0.0,0.0,0.0
EBIT Margin,11.9053254438,0.15435745937962,1.01558910404,0.23318385650224,0.78289765175,0.21382893685052,0.690836241437,0.2130062305296,0.850822122571,0.23589533932952,0.0,0.0,0.0
Profit Margin,-2.09467455621,-0.039143279172821,0.475877912701,0.10837070254111,0.314576871954,0.085131894484412,0.313816724829,0.094626168224299,0.37399103139,0.10220768601799,0.0,0.0,0.0
Free Cash Flow margin,4.67455621302,,0.286511322612,,0.112243390932,,-0.0975830425229,,0.161136023916,,0.0,0.0,0.0
EBITDA,1070700000.0,882000000.0,1067800000.0,1071000000.0,935000000.0,939000000.0,912700000.0,925000000.0,939200000.0,948000000.0,871900000.0,787000000.0,824300000.0
EBIT,603600000.0,418000000,618900000.0,624000000,530100000.0,535000000,534500000.0,547000000,569200000.0,577000000,538900000.0,479800000.0,472300000.0
Consolidated Income,-106200000.0,-106000000.0,290000000.0,290000000.0,213000000.0,213000000.0,242800000.0,243000000.0,250200000.0,250000000.0,199900000.0,174400000.0,211700000.0
Earnings Before Tax Margin,2.45759368836,0,0.755169018707,0,0.494018608773,0,0.463357890655,0,0.393572496263,0,0.0,0.0,0.0
Net Profit Margin,-2.09467455621,-0.039143279172821,0.475877912701,0.10837070254111,0.314576871954,0.085131894484412,0.313816724829,0.094626168224299,0.37399103139,0.10220768601799,0.0,0.0,0.0
