Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,6854000.0,12682000.0,4845000.0,8176000.0,31437000.0,3363000.0
Short-term investments,0.0,0.0,0.0,0.0,,
Cash and short-term investments,6854000.0,12682000.0,4845000.0,8176000.0,,
Receivables,11690000.0,9347000.0,5823000.0,2920000.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,18544000.0,22029000.0,10668000.0,11096000.0,,
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,267683000.0,173099000.0
Goodwill and Intangible Assets,165668000.0,143063000.0,113795000.0,116585000.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1843006000.0,1403309000.0,1034795000.0,900951000.0,,
Total assets,1861550000.0,1425338000.0,1045463000.0,912047000.0,300505000.0,177902000.0
Payables,37310000.0,19786000.0,13784000.0,9346000.0,3321000.0,1218000.0
Short-term debt,134750000.0,99750000.0,212167000.0,154417000.0,,
Total current liabilities,172060000.0,119536000.0,225951000.0,163763000.0,,
Long-term debt,248238000.0,99202000.0,212167000.0,154417000.0,,
Total debt,382988000.0,198952000.0,424334000.0,308834000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,248238000.0,99202000.0,212167000.0,154417000.0,,
Total liabilities,967387000.0,757532000.0,486158000.0,534784000.0,3321000.0,1218000.0
Other comprehensive income,878312000,656828000,554177000,378716000,0.0,0.0
Retained earnings (deficit),12831000.0,7127000.0,1721000.0,-1694000.0,0.0,
Total shareholders equity,894163000.0,667806000.0,559305000.0,377263000.0,13337000.0,-1844000.0
Investments,0.0,0.0,0.0,0.0,0.0,668000.0
Net Debt,376134000.0,186270000.0,419489000.0,300658000.0,,
Other Assets,0.0,0.0,0.0,0.0,,
Other Liabilities,547089000.0,538794000.0,48040000.0,216604000.0,,
