Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12
Revenue,152903000.0,153000000.0,116865000.0,117000000.0,93203000.0,93000000.0,61079000.0,61000000.0,28990000.0,29000000.0
Revenue Growth,-0.000633986928104575,0.3092029264536,-0.00115384615384615,0.255324399429203,0.00218279569892473,0.522618248497847,0.00129508196721311,1.10417385305278,-0.000344827586206897,
Cost of Revenue,85997000.0,85000000.0,56124000.0,57000000.0,39307000.0,39000000.0,27476000.0,27000000.0,11894000.0,12000000.0
Gross Profit,66906000.0,68000000.0,60741000.0,60000000.0,53896000.0,54000000.0,33603000.0,34000000.0,17096000.0,17000000.0
R&D Expenses,91509000.0,92000000.0,67371000.0,67000000.0,43883000.0,44000000.0,30629000.0,31000000.0,24901000.0,25000000.0
SG&A Expense,137067000.0,137000000.0,106562000.0,107000000.0,99644000.0,100000000.0,56299000.0,56000000.0,34191000.0,34000000.0
Operating Expenses,227849000.0,229000000.0,174557000.0,174000000.0,143651000.0,144000000.0,86886000.0,87000000.0,58857000.0,59000000.0
Operating Income,-160943000.0,-161000000.0,-113816000.0,-114000000.0,-89755000.0,-90000000.0,-53283000.0,-53000000.0,-41761000.0,-42000000.0
Interest Expense,0.0,,0.0,,0.0,,61000.0,,228000.0,
Earnings before Tax,0.0,-161000000.0,0.0,-113000000.0,0.0,-90000000.0,0.0,-52000000.0,0.0,-43000000.0
Income Tax Expense,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income,-161466000.0,-161000000.0,-113192000.0,-113000000.0,-89631000.0,-90000000.0,-52222000.0,-52000000.0,-42944000.0,-43000000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income Com,-161466000.0,-161000000.0,-113192000.0,-113000000.0,-89631000.0,-90000000.0,-52222000.0,-52000000.0,-42944000.0,-43000000.0
EPS,-4.5,-4.50,-3.25,-3.25,-2.73,-2.73,-1.87,-1.87,-4.64,-4.64
EPS Diluted,-4.5,-4.50,-3.25,-3.25,-2.73,-2.73,-1.87,-1.87,-4.64,-4.64
Weighted Average Shs Out,35877678.0,36000000.0,34794347.0,35000000.0,32836219.0,33000000.0,27954327.0,28000000.0,9294730.0,9000000.0
Weighted Average Shs Out (Dil),35877678.0,36000000.0,34794347.0,35000000.0,32836219.0,33000000.0,27954327.0,28000000.0,9294730.0,9000000.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,
Gross Margin,0.437571532279,0.44444444444444,0.519753561802,0.51282051282051,0.578264648134,0.58064516129032,0.550156354885,0.55737704918033,0.589720593308,0.58620689655172
EBITDA Margin,-0.931590616273,-0.9281045751634,-0.837436358191,-0.83760683760684,-0.849275237922,-0.8494623655914,-0.738191522455,-0.73770491803279,-1.2678509831,-1.2758620689655
EBIT Margin,-1.05258235613,-1.0522875816993,-0.973910067172,-0.96581196581197,-0.963005482656,-0.96774193548387,-0.872362022954,-0.85245901639344,-1.44053121766,-1.4827586206897
Profit Margin,-1.05600282532,-1.0522875816993,-0.968570572883,-0.96581196581197,-0.961675053378,-0.96774193548387,-0.85499107713,-0.85245901639344,-1.48133839255,-1.4827586206897
Free Cash Flow margin,-0.893697311367,,-0.753399221324,,-0.956578650902,,-0.858298269454,,-1.30031045188,
EBITDA,-142443000.0,-142000000.0,-97867000.0,-98000000.0,-79155000.0,-79000000.0,-45088000.0,-45000000.0,-36755000.0,-37000000.0
EBIT,-160943000.0,-161000000,-113816000.0,-113000000,-89755000.0,-90000000,-53283000.0,-52000000,-41761000.0,-43000000
Consolidated Income,-161466000.0,-161000000.0,-113192000.0,-113000000.0,-89631000.0,-90000000.0,-52222000.0,-52000000.0,-42944000.0,-43000000.0
Earnings Before Tax Margin,0.0,-1.0522875816993,0.0,-0.96581196581197,0.0,-0.96774193548387,0.0,-0.85245901639344,0.0,-1.4827586206897
Net Profit Margin,-1.05600282532,-1.0522875816993,-0.968570572883,-0.96581196581197,-0.961675053378,-0.96774193548387,-0.85499107713,-0.85245901639344,-1.48133839255,-1.4827586206897
