Date,2018-12-31,2017-12-31
Cash and cash equivalents,19744000.0,22617000.0
Short-term investments,0.0,0.0
Cash and short-term investments,19744000.0,22617000.0
Receivables,4457000.0,1937000.0
Inventories,3432000.0,1364000.0
Total current assets,29559000.0,26726000.0
Property Plant & Equipment Net,11452000.0,6342000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,12111000.0,6837000.0
Total assets,41670000.0,33563000.0
Payables,6565000.0,4035000.0
Short-term debt,4996000.0,17506000.0
Total current liabilities,57850000.0,48988000.0
Long-term debt,0.0,0.0
Total debt,4996000.0,17506000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,804000.0,1183000.0
Total liabilities,58654000.0,50171000.0
Other comprehensive income,-15000.0,-10000.0
Retained earnings (deficit),-115505000.0,-95619000.0
Total shareholders equity,-106388000.0,-92603000.0
Investments,0.0,0.0
Net Debt,-14748000.0,-5111000.0
Other Assets,1926000.0,808000.0
Other Liabilities,46289000.0,27447000.0
