Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,12552900000.0,15056900000.0,0.0,11471900000.0,11081290000.0,9732470000.0
Revenue Growth,-0.166302492544946,0.0,-1,0.0352495061495548,0.138589689975926,
Cost of Revenue,12140700000.0,12817900000.0,0.0,9975100000.0,9466930000.0,7987100000.0
Gross Profit,412200000.0,2239000000.0,0.0,1496800000.0,1614360000.0,1745370000.0
R&D Expenses,189200000.0,212900000.0,0.0,95500000.0,90860000.0,83050000.0
SG&A Expense,1140600000.0,1060900000.0,0.0,689600000.0,709170000.0,785070000.0
Operating Expenses,1329800000.0,1273800000.0,0.0,1223200000.0,859430000.0,846670000.0
Operating Income,-1488100000.0,679700000.0,-11900.0,273600000.0,754930000.0,898700000.0
Interest Expense,482300000.0,456000000.0,0.0,148900000.0,635030000.0,468490000.0
Earnings before Tax,-1488100000.0,679700000.0,-11900.0,150900000.0,652850000.0,840070000.0
Income Tax Expense,422700000.0,545500000.0,0.0,136500000.0,172590000.0,220660000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,-400000.0,6380000.0,7590000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-1921600000.0,113300000.0,-11900.0,14400000.0,480260000.0,619410000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-1921600000.0,113300000.0,-11900.0,14400000.0,480260000.0,619410000.0
EPS,-4.2,0.24,-11932.42,0.13,4.279,5.566
EPS Diluted,-4.2,0.24,-11932.42,0.13,4.015,5.148
Weighted Average Shs Out,458000000.0,466700000.0,1.0,466592009.0,,
Weighted Average Shs Out (Dil),458000000.0,468300000.0,1.0,114900000.0,,
Dividend per Share,0.519868995633,0.129404228059,0.0,0.0,0.0,0.0
Gross Margin,0.0328370336735,0.148702588182,0.0,0.1305,0.1457,0.1793
EBITDA Margin,-0.0746998701495,0.0859672309705,0.0,0.056,0.142,0.157
EBIT Margin,-0.118546312008,0.0451420943222,0.0,0.0261,0.1162,0.1345
Profit Margin,-0.153080164743,0.00752478929926,0.0,0.001,0.043,0.064
Free Cash Flow margin,-0.044093396745,-0.002988663005,0.0,0.0327,-0.0172,0.0743
EBITDA,-937700000.0,1294400000.0,-11900.0,638500000.0,1578060000.0,1529990000.0
EBIT,-1488100000.0,679700000.0,-11900.0,299800000.0,1287880000.0,1308560000.0
Consolidated Income,-1921600000.0,113300000.0,-11900.0,14000000.0,486640000.0,627000000.0
Earnings Before Tax Margin,-0.118546312008,0.0451420943222,0.0,0.0132,0.0589,0.0863
Net Profit Margin,-0.153080164743,0.00752478929926,0.0,0.0013,0.0433,0.0636
