Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,2836000.0,2069000.0,1715000.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,-10395000.0,23001000.0,16532000.0
Capital Expenditure,-7500000.0,-5931000.0,-2031000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-7500000.0,-5931000.0,-2031000.0
Issuance (repayment) of debt,15066000.0,50653000.0,-5427000.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,15066000.0,-24347000.0,-5427000.0
Effect of forex changes on cash,-107000.0,27000.0,-64000.0
Net cash flow / Change in cash,-2936000.0,-7250000.0,9010000.0
Free Cash Flow,-17895000.0,17070000.0,14501000.0
Net Cash/Marketcap,-0.417,-0.417,-0.417
