Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,0.0,,
Stock-based compensation,0.0,,
Operating Cash Flow,-638110.0,0.0,44728000.0
Capital Expenditure,0.0,-16214000.0,-5125000.0
Acquisitions and disposals,-0.0,,
Investment purchases and sales,0.0,,
Investing Cash flow,-324750000.0,-130246000.0,-5125000.0
Issuance (repayment) of debt,-0.0,1667000.0,-50624000.0
Issuance (buybacks) of shares,324501902.0,0.0,10682000.0
Dividend payments,-0.0,-23561000.0,-23561000.0
Financing Cash Flow,325886208.0,98059000.0,-39942000.0
Effect of forex changes on cash,0.0,,
Net cash flow / Change in cash,498098.0,0.0,
Free Cash Flow,-638110.0,,
Net Cash/Marketcap,0.0,0.0,
