Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,89866000.0,88000000.0,91984000.0,90000000.0,89801000.0,88000000.0,78014000.0,78000000.0,77301000.0,77000000.0,70908000.0,63806000.0
Stock-based compensation,2827000.0,3000000.0,2303000.0,2000000.0,1584000.0,2000000.0,4174000.0,4000000.0,2736000.0,3000000.0,1872000.0,2135000.0
Operating Cash Flow,98710000.0,99000000.0,90088000.0,90000000.0,86921000.0,87000000.0,90403000.0,90000000.0,76961000.0,77000000.0,86460000.0,79219000.0
Capital Expenditure,95256000.0,-95000000.0,97841000.0,-98000000.0,99034000.0,-99000000.0,96706000.0,-97000000.0,86290000.0,-86000000.0,77713000.0,77992000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-11858000.0,,-8343000.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,1000000,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-95256000.0,-95000000.0,-97841000.0,-98000000.0,-97829000.0,-98000000.0,-96706000.0,-97000000.0,-85030000.0,-85000000.0,-85310000.0,-77992000.0
Issuance (repayment) of debt,-305263000.0,-309000000.0,-3000000.0,-6000000.0,-3000000.0,-7000000.0,-3000000.0,-6000000.0,-303083000.0,-304000000.0,-306750000.0,-0.0
Issuance (buybacks) of shares,-40759000.0,,-15821000.0,,-30312000.0,,-35549000.0,,-49551000.0,,-66993000.0,-82014000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,16409000.0,16000000.0,-5238000.0,-5000000.0,1335000.0,1000000.0,-3363000.0,-3000000.0,-9373000.0,-9000000.0,-16220000.0,-811000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,19863000.0,20000000.0,21146000.0,-13000000.0,30312000.0,-10000000.0,39885000.0,-10000000.0,49551000.0,-17000000.0,66993000.0,82063000.0
Free Cash Flow,3454000.0,3000000.0,-7753000.0,-8000000.0,-12113000.0,-12000000.0,-6303000.0,-6000000.0,-9329000.0,-9000000.0,8747000.0,1227000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
