Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,134307000.0,117000000.0,174906000.0,160000000.0,172095000.0,158000000.0,184238000.0,161000000.0,194294000.0,182000000.0,211167000.0,165594000.0
Stock-based compensation,17249000.0,,16425000.0,,20636000.0,,16643000.0,,11183000.0,,10852000.0,12819000.0
Operating Cash Flow,75695000.0,76000000.0,184962000.0,185000000.0,163262000.0,163000000.0,105471000.0,105000000.0,199412000.0,199000000.0,262562000.0,153706000.0
Capital Expenditure,69806000.0,-96000000.0,96052000.0,-131000000.0,121931000.0,-142000000.0,91081000.0,-96000000.0,100908000.0,-113000000.0,115175000.0,132903000.0
Acquisitions and disposals,-9650000.0,,-78840000.0,,-673547000.0,,-24136000.0,,-224319000.0,,-178212000.0,-715458000.0
Investment purchases and sales,0.0,288000000,0.0,-35000000,-4620000.0,-15000000,1406000.0,-52000000,122000.0,4000000,1465000.0,1003000.0
Investing Cash flow,111311000.0,111000000.0,-199641000.0,-200000000.0,752209000.0,752000000.0,-1682891000.0,-1683000000.0,-126197000.0,-126000000.0,-362486000.0,-937340000.0
Issuance (repayment) of debt,-413000.0,-1447000000.0,-522000.0,-1704000000.0,-3446000.0,-2828000000.0,-273000.0,-3146000000.0,-6876000.0,-1747000000.0,-10664000.0,-350878000.0
Issuance (buybacks) of shares,-160222000.0,000000.0,-137061000.0,000000.0,-98224000.0,-1000000.0,-157945000.0,000000.0,-35511000.0,000000.0,-49860000.0,-38542000.0
Dividend payments,-10228000.0,,-40738000.0,,-40119000.0,,-28594000.0,,-13001000.0,,-0.0,-0.0
Financing Cash Flow,-163813000.0,-164000000.0,52982000.0,53000000.0,-980901000.0,-981000000.0,1705636000.0,1706000000.0,-87250000.0,-87000000.0,108370000.0,808027000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,23193000.0,23000000.0,38303000.0,38000000.0,-65430000.0,-65000000.0,128216000.0,128000000.0,-14035000.0,-14000000.0,8446000.0,24393000.0
Free Cash Flow,5889000.0,-20000000.0,88910000.0,54000000.0,41331000.0,21000000.0,14390000.0,9000000.0,98504000.0,87000000.0,147387000.0,20803000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
