Date,2019-09-30,2018-12,2018-09-30,2017-12,2017-09-30,2016-12,2016-09-30,2015-12,2015-09-30,2014-12,2014-09-30,2013-09-30,2012-09-30,2011-09-30
Revenue,11318000000.0,399000000.0,11233000000.0,284000000.0,10739000000.0,116000000.0,10616000000.0,124000000.0,11003000000.0,126000000.0,11137000000.0,10956000000.0,11220000000.0,11841000000.0
Revenue Growth,27.3659147869674,-0.964479658150094,38.5528169014084,-0.973554334668032,91.5775862068966,-0.989073097211756,84.6129032258064,-0.988730346269199,86.3253968253968,-0.988686360779384,0.0165206279664111,-0.0235294117647059,-0.0524448948568533,0.0
Cost of Revenue,0.0,311000000.0,0.0,111000000.0,0.0,53000000.0,0.0,50000000.0,0.0,45000000.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,88000000.0,0.0,172000000.0,0.0,63000000.0,0.0,74000000.0,0.0,81000000.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
SG&A Expense,0.0,22000000.0,0.0,22000000.0,0.0,12000000.0,0.0,11000000.0,0.0,13000000.0,0.0,0.0,0.0,0.0
Operating Expenses,8507000000.0,,8921000000.0,,8764000000.0,,8290000000.0,,8788000000.0,,9548000000.0,9503000000.0,9920000000.0,10404000000.0
Operating Income,2811000000.0,,2312000000.0,,1975000000.0,,2326000000.0,,2215000000.0,,1589000000.0,1453000000.0,1300000000.0,1437000000.0
Interest Expense,0.0,12000000.0,1243000000.0,11000000.0,1346000000.0,3000000.0,1136000000.0,5000000.0,1133000000.0,3000000.0,1169000000.0,1226000000.0,1273000000.0,1305000000.0
Earnings before Tax,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Income Tax Expense,0.0,21000000.0,0.0,-4000000.0,0.0,-5000000.0,0.0,-8000000.0,0.0,-6000000.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income,1417000000.0,38000000.0,1119000000.0,-14000000.0,685000000.0,-28000000.0,1233000000.0,-17000000.0,1111000000.0,-25000000.0,469000000.0,271000000.0,60000000.0,162000000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income Com,1417000000.0,38000000.0,1119000000.0,-14000000.0,685000000.0,-28000000.0,1233000000.0,-17000000.0,1111000000.0,-25000000.0,469000000.0,271000000.0,60000000.0,162000000.0
EPS,0.0,0.17,0.0,-0.06,0.0,-0.23,0.0,-0.19,0.0,-0.40,0.0,0.0,0.0,0.0
EPS Diluted,0.0,0.16,0.0,-0.06,0.0,-0.23,0.0,-0.19,0.0,-0.40,0.0,0.0,0.0,0.0
Weighted Average Shs Out,0.0,228000000.0,0.0,225000000.0,0.0,122000000.0,0.0,91000000.0,0.0,63000000.0,0.0,0.0,0.0,0.0
Weighted Average Shs Out (Dil),0.0,234000000.0,0.0,225000000.0,0.0,122000000.0,0.0,91000000.0,0.0,63000000.0,0.0,0.0,0.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.22055137844612,0.0,0.6056338028169,0.0,0.54310344827586,0.0,0.59677419354839,0.0,0.64285714285714,0.0,0.0,0.0,0.0
EBITDA Margin,0.481003710903,0.62406015037594,0.467194872251,0.5,0.379830524257,0.31034482758621,0.423417483044,0.31451612903226,0.415250386258,0.15079365079365,0.337254197719,0.3143483023,0.312923351159,0.295245334009
EBIT Margin,0.248365435589,0.17794486215539,0.205822131221,-0.024647887323944,0.183909116305,-0.25862068965517,0.219103240392,-0.16129032258065,0.201308733982,-0.22222222222222,0.142677561282,0.13262139467,0.115864527629,0.121357993413
Profit Margin,0.125198798374,0.095238095238095,0.0996171993234,-0.049295774647887,0.0637861998324,-0.24137931034483,0.116145440844,-0.13709677419355,0.100972462056,-0.1984126984127,0.0421118793212,0.0247353048558,0.00534759358289,0.0136812769192
Free Cash Flow margin,0.178476762679,,0.195495415294,,0.0542881087625,,0.0312735493595,,0.0422612014905,,0.0535153093293,0.237039065352,0.229411764706,0.00168904653323
EBITDA,5444000000.0,249000000.0,5248000000.0,142000000.0,4079000000.0,36000000.0,4495000000.0,39000000.0,4569000000.0,19000000.0,3756000000.0,3444000000.0,3511000000.0,3496000000.0
EBIT,2811000000.0,71000000,2312000000.0,-7000000,1975000000.0,-30000000,2326000000.0,-20000000,2215000000.0,-28000000,1589000000.0,1453000000.0,1300000000.0,1437000000.0
Consolidated Income,1417000000.0,38000000.0,1119000000.0,-14000000.0,685000000.0,-28000000.0,1233000000.0,-17000000.0,1111000000.0,-25000000.0,469000000.0,271000000.0,60000000.0,162000000.0
Earnings Before Tax Margin,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Net Profit Margin,0.125198798374,0.095238095238095,0.0996171993234,-0.049295774647887,0.0637861998324,-0.24137931034483,0.116145440844,-0.13709677419355,0.100972462056,-0.1984126984127,0.0421118793212,0.0247353048558,0.00534759358289,0.0136812769192
