Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,731895000.0,518185000.0,273451000.0,274359000.0
Short-term investments,103153000.0,122668000.0,288487000.0,307583000.0
Cash and short-term investments,835048000.0,640853000.0,561938000.0,581942000.0
Receivables,151253000.0,112227000.0,91015000.0,71642000.0
Inventories,0.0,0.0,515000.0,755000.0
Total current assets,1041425000.0,789534000.0,690387000.0,725530000.0
Property Plant & Equipment Net,85169000.0,44837000.0,40800000.0,47092000.0
Goodwill and Intangible Assets,10008679000.0,4477350000.0,4588572000.0,4701354000.0
Long-term investments,10630000.0,45834000.0,57476000.0,146065000.0
Tax assets,43471000.0,35742000.0,19784000.0,28684000.0
Total non-current assets,10224113000.0,4625592000.0,4772088000.0,4918017000.0
Total assets,11265538000.0,5415126000.0,5462475000.0,5643547000.0
Payables,424007000.0,194187000.0,192365000.0,230318000.0
Short-term debt,35750000.0,4990000.0,47750000.0,32889000.0
Total current liabilities,1011974000.0,602474000.0,848168000.0,771647000.0
Long-term debt,5411208000.0,2353579000.0,2380829000.0,2436538000.0
Total debt,5446958000.0,2358569000.0,2428579000.0,2469427000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,671966000.0,76728000.0,40830000.0,49654000.0
Deposit Liabilities,423739000.0,349766000.0,366735000.0,443519000.0
Total non-current liabilities,6100164000.0,2509221000.0,2412579000.0,2851994000.0
Total liabilities,7112138000.0,3111695000.0,3260747000.0,3623641000.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),502761000.0,561519000.0,302288000.0,166144000.0
Total shareholders equity,4149419000.0,2303398000.0,2200924000.0,2018508000.0
Investments,113783000.0,168502000.0,345963000.0,453648000.0
Net Debt,4715063000.0,,,
Other Assets,55124000.0,,,
Other Liabilities,552217000.0,403297000.0,608053000.0,508440000.0
