Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31
Depreciation & Amortization,26399000.0,27000000.0,26684000.0,27000000.0,20666311.0,21000000.0,17502786.0,18000000.0,8220490.0,9000000.0,3466957.0,833713.0
Stock-based compensation,940000.0,1000000.0,870000.0,1000000.0,1454410.0,1000000.0,697000.0,1000000.0,456988.0,0000000.0,0.0,0.0
Operating Cash Flow,22002000.0,22000000.0,24761000.0,25000000.0,10442931.0,10000000.0,-9304298.0,-9000000.0,-4441020.0,-4000000.0,-2451570.0,-289884.0
Capital Expenditure,5567000.0,-6000000.0,7367000.0,-7000000.0,1958159.0,-2000000.0,531258.0,-1000000.0,521405.0,-18000000.0,707089.0,47337.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-22450000.0,-22000000.0,-2979000.0,-3000000.0,-60537298.0,-61000000.0,-52932252.0,-53000000.0,-18161992.0,-18000000.0,-22582154.0,-8802055.0
Issuance (repayment) of debt,-1870000.0,-29000000.0,-1065000.0,-18000000.0,-5173977.0,-30000000.0,-17024012.0,-17000000.0,-8061986.0,-9000000.0,-10938118.0,-128855.0
Issuance (buybacks) of shares,-3544000.0,,-3677000.0,,-4863372.0,,-11306185.0,,-9969748.0,,10707115.0,11317792.0
Dividend payments,-14591000.0,,-20742000.0,,-17692166.0,,-14192289.0,,-5432518.0,,-2886574.0,-0.0
Financing Cash Flow,6161000.0,6000000.0,-22968000.0,-23000000.0,44480163.0,44000000.0,63572987.0,64000000.0,31417677.0,31000000.0,24135615.0,11041124.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,17999000.0,6000000.0,-1186000.0,-1000000.0,-5614204.0,-6000000.0,1336437.0,1000000.0,8814665.0,9000000.0,-898109.0,1949185.0
Free Cash Flow,16435000.0,16000000.0,17394000.0,17000000.0,8484772.0,8000000.0,-9835556.0,-10000000.0,-4962425.0,-23000000.0,-3158659.0,-337221.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
