Date,2018-12-29,2017-12-30,2016-12-31,2016-01-02,2014-12-27
Revenue,24175000000.0,24147161000.0,22918808000.0,23127532000.0,23019801000.0
Revenue Growth,0.00115288915330461,0.0535958501855768,-0.00902491454773471,0.00467992751110229,
Cost of Revenue,19869000000.0,19929618000.0,18865536000.0,19114293000.0,19222092000.0
Gross Profit,4306000000.0,4217543000.0,4053272000.0,4013239000.0,3797709000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,3647000000.0,3644290000.0,3585986000.0,3650704000.0,3545453000.0
Operating Expenses,3648000000.0,3644290000.0,3639451000.0,3823411000.0,3545453000.0
Operating Income,658000000.0,573824000.0,413821000.0,189828000.0,252256000.0
Interest Expense,175000000.0,169582000.0,229080000.0,285175000.0,289202000.0
Earnings before Tax,496000000.0,404242000.0,131109000.0,192153000.0,-36946000.0
Income Tax Expense,89000000.0,-40052000.0,-78685000.0,24635000.0,35968000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,407000000.0,444294000.0,209794000.0,167518000.0,-72914000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,407000000.0,444294000.0,209794000.0,167518000.0,-72914000.0
EPS,1.88,2.0,1.05,0.99,-0.43
EPS Diluted,1.87,1.97,1.03,0.98,-0.43
Weighted Average Shs Out,216112021.0,222383038.0,200129868.0,214000000.0,
Weighted Average Shs Out (Dil),217825545.0,225663785.0,204024726.0,169560616.0,169467651.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.178117890383,0.174659994191,0.176853525716,0.1735,0.165
EBITDA Margin,0.0415718717684,0.0396496300331,0.0366851539574,0.038,0.029
EBIT Margin,0.0272182006205,0.0237636217359,0.0180559564878,0.0206,0.011
Profit Margin,0.01683557394,0.0183994300614,0.00915379194241,0.007,-0.003
Free Cash Flow margin,0.0154705274043,0.0218313863067,0.0170710012493,0.0161,0.0122
EBITDA,1005000000.0,957426000.0,840780000.0,876575000.0,663805000.0
EBIT,658000000.0,573824000.0,413821000.0,477328000.0,252256000.0
Consolidated Income,407000000.0,444294000.0,209794000.0,167518000.0,-72914000.0
Earnings Before Tax Margin,0.0205170630817,0.0167407671651,0.00572058546849,0.0083,-0.0016
Net Profit Margin,0.01683557394,0.0183994300614,0.00915379194241,0.0072,-0.0032
