Date,2017-12-31,2017-12,2016-12-25,2016-12,2015-12-27,2015-12,2014-12-28,2014-12,2013-12-29,2013-12,2012-12-30,2011-12-25
Depreciation & Amortization,29446000.0,21000000.0,30263000.0,22000000.0,30514000.0,23000000.0,29053000.0,21000000.0,30797000.0,20000000.0,25407000.0,0.0
Stock-based compensation,988000.0,1000000.0,1143000.0,1000000.0,1498000.0,1000000.0,2451000.0,2000000.0,2884000.0,3000000.0,2355000.0,0.0
Operating Cash Flow,12507000.0,13000000.0,20350000.0,20000000.0,42230000.0,42000000.0,46908000.0,47000000.0,37735000.0,38000000.0,52300000.0,0.0
Capital Expenditure,9276000.0,-9000000.0,15512000.0,-16000000.0,24605000.0,-25000000.0,29914000.0,-30000000.0,29779000.0,-30000000.0,36387000.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,0,-3461000.0,0,-4561000.0,0,-63619000.0,0,-6451000.0,0,-2927000.0,0.0
Investing Cash flow,-9276000.0,-9000000.0,-15512000.0,-16000000.0,-24605000.0,-25000000.0,-29914000.0,-30000000.0,-29632000.0,-30000000.0,-36387000.0,0.0
Issuance (repayment) of debt,-583200000.0,-583000000.0,-625700000.0,-626000000.0,-717800000.0,-718000000.0,-129493000.0,-129000000.0,-7393000.0,-7000000.0,-9485000.0,-0.0
Issuance (buybacks) of shares,0.0,000000.0,-3461000.0,-3000000.0,-4561000.0,-5000000.0,-63619000.0,-64000000.0,-6451000.0,-6000000.0,-2927000.0,0.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,-3282000.0,-3000000.0,-4841000.0,-5000000.0,-17605000.0,-18000000.0,-24207000.0,-24000000.0,-14180000.0,-14000000.0,-12289000.0,0.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-51000.0,-0000000.0,-3000.0,-0000000.0,20000.0,0000000.0,-7213000.0,-7000000.0,-6077000.0,-6000000.0,3624000.0,0.0
Free Cash Flow,3231000.0,3000000.0,4838000.0,5000000.0,17625000.0,18000000.0,16994000.0,17000000.0,7956000.0,8000000.0,15913000.0,0.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
