Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,16369000.0,10588000.0,11457000.0
Short-term investments,0.0,0.0,
Cash and short-term investments,16369000.0,10588000.0,11457000.0
Receivables,5337000.0,5698000.0,6523000.0
Inventories,102220000.0,76174000.0,69163000.0
Total current assets,139153000.0,105518000.0,93426000.0
Property Plant & Equipment Net,5907000.0,5404000.0,5674000.0
Goodwill and Intangible Assets,2606000.0,2931000.0,
Long-term investments,0.0,0.0,
Tax assets,13677000.0,13617000.0,
Total non-current assets,22921000.0,18458000.0,
Total assets,162074000.0,123976000.0,102549000.0
Payables,20219000.0,17854000.0,17103000.0
Short-term debt,0.0,15100000.0,
Total current liabilities,82256000.0,75988000.0,74008000.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,15100000.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,917000.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,0.0,0.0,
Total liabilities,82256000.0,75988000.0,60472000.0
Other comprehensive income,0.0,0.0,
Retained earnings (deficit),0.0,0.0,26116000.0
Total shareholders equity,79818000.0,48611000.0,27353000.0
Investments,0.0,0.0,
Net Debt,-16369000.0,4512000.0,
Other Assets,15227000.0,13058000.0,
Other Liabilities,62037000.0,43034000.0,
