Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,0.0,0.0,
Stock-based compensation,0.0,0.0,
Operating Cash Flow,-7614.0,-6308.0,-6308.0
Capital Expenditure,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,0.0,0.0,0.0
Issuance (repayment) of debt,84351.0,6308.0,26014.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,7614.0,6308.0,6308.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,0.0,0.0,
Free Cash Flow,-7614.0,-6308.0,
Net Cash/Marketcap,0.0039,0.0039,
