Date,2018-03-31,2018-03,2017-03-31,2017-03,2016-03-31,2016-03,2015-03-31,2015-03,2014-03-31,2014-03,2013-03-31,2012-03-31
Revenue,244700000.0,245000000.0,227220000.0,227000000.0,218901000.0,219000000.0,202593000.0,203000000.0,171870000.0,172000000.0,186025000.0,156596000.0
Revenue Growth,-0.00122448979591837,0.0782501540357363,0.000969162995594714,0.0369984604912723,-0.000452054794520548,0.0809850290977477,-0.00200492610837438,0.181125269098737,-0.000755813953488372,-0.0753930923263002,0.187929449028072,0.0
Cost of Revenue,111091000.0,111000000.0,101375000.0,101000000.0,95649000.0,96000000.0,93623000.0,94000000.0,88761000.0,89000000.0,87794000.0,71493000.0
Gross Profit,133609000.0,134000000.0,125845000.0,126000000.0,123252000.0,123000000.0,108970000.0,109000000.0,83109000.0,83000000.0,98231000.0,85103000.0
R&D Expenses,23332000.0,23000000.0,19795000.0,20000000.0,18388000.0,18000000.0,16327000.0,16000000.0,13647000.0,14000000.0,13577000.0,12246000.0
SG&A Expense,71622000.0,72000000.0,61563000.0,62000000.0,58510000.0,59000000.0,58339000.0,58000000.0,48663000.0,49000000.0,59768000.0,53400000.0
Operating Expenses,94954000.0,95000000.0,81358000.0,81000000.0,76898000.0,77000000.0,74666000.0,75000000.0,62310000.0,62000000.0,73345000.0,65646000.0
Operating Income,38655000.0,39000000.0,44487000.0,44000000.0,46354000.0,46000000.0,34304000.0,34000000.0,20799000.0,21000000.0,42136000.0,19457000.0
Interest Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Earnings before Tax,43400000.0,43000000.0,51112000.0,51000000.0,47147000.0,47000000.0,33042000.0,33000000.0,21943000.0,22000000.0,42389000.0,20167000.0
Income Tax Expense,16223000.0,16000000.0,18333000.0,18000000.0,16073000.0,16000000.0,12239000.0,12000000.0,7758000.0,8000000.0,14930000.0,7076000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,27177000.0,27000000.0,32716000.0,33000000.0,31630000.0,32000000.0,27331000.0,27000000.0,14185000.0,14000000.0,27459000.0,13091000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,27177000.0,27000000.0,32716000.0,33000000.0,31630000.0,32000000.0,27331000.0,27000000.0,14185000.0,14000000.0,27459000.0,13091000.0
EPS,1.2,1.20,1.45,1.45,1.4,1.40,1.21,1.21,0.64,0.64,1.25,0.59
EPS Diluted,1.17,1.17,1.44,1.44,1.38,1.38,1.2,1.20,0.63,0.63,1.23,0.58
Weighted Average Shs Out,22672000.0,23000000.0,22515000.0,23000000.0,22661000.0,23000000.0,22497000.0,22000000.0,22270000.0,22000000.0,21946000.0,22084.0
Weighted Average Shs Out (Dil),23135000.0,23000000.0,22797000.0,23000000.0,22883000.0,23000000.0,22787000.0,23000000.0,22575000.0,23000000.0,22381000.0,22462.0
Dividend per Share,0.588329371083,,0.513883405711,,0.435694620461,,0.395225347786,,0.0,,0.984004289353,0.0
Gross Margin,0.546011442583,0.5469387755102,0.553846492386,0.55506607929515,0.56304904957,0.56164383561644,0.537876432058,0.53694581280788,0.48355733985,0.48255813953488,0.528052681091,0.54345577154
EBITDA Margin,0.186223947691,0.19183673469388,0.225160637268,0.22907488986784,0.236961000635,0.24200913242009,0.20807727809,0.21182266009852,0.161145051492,0.16279069767442,0.255917215428,0.150457227515
EBIT Margin,0.157968941561,0.17551020408163,0.195788222868,0.22466960352423,0.211757826597,0.21917808219178,0.169324705197,0.19211822660099,0.121015884098,0.12790697674419,0.226507189894,0.124249661549
Profit Margin,0.111062525541,0.11020408163265,0.143983804243,0.14537444933921,0.144494543195,0.14611872146119,0.13490594443,0.13300492610837,0.0825333100599,0.081395348837209,0.147609192313,0.0835972821783
Free Cash Flow margin,0.153126277074,,0.101139864449,,0.104481021101,,0.149654726471,,0.174655262699,,0.126633517,0.0913816444864
EBITDA,45569000.0,47000000.0,51161000.0,52000000.0,51871000.0,53000000.0,42155000.0,43000000.0,27696000.0,28000000.0,47607000.0,23561000.0
EBIT,38655000.0,43000000,44487000.0,51000000,46354000.0,48000000,34304000.0,39000000,20799000.0,22000000,42136000.0,19457000.0
Consolidated Income,27177000.0,27000000.0,32716000.0,33000000.0,31630000.0,32000000.0,27331000.0,27000000.0,14185000.0,14000000.0,27459000.0,13091000.0
Earnings Before Tax Margin,0.177360032693,0.17551020408163,0.224944987237,0.22466960352423,0.215380468796,0.21461187214612,0.163095467267,0.16256157635468,0.127672077733,0.12790697674419,0.227867222148,0.128783621548
Net Profit Margin,0.111062525541,0.11020408163265,0.143983804243,0.14537444933921,0.144494543195,0.14611872146119,0.13490594443,0.13300492610837,0.0825333100599,0.081395348837209,0.147609192313,0.0835972821783
