Date,2018-12-31,2017-12-31,2016-12-31
Revenue,178934937.0,88259975.0,66690000.0
Revenue Growth,1.02736219900357,0.323436422252212,
Cost of Revenue,143199574.0,67689578.0,51736000.0
Gross Profit,35735363.0,20570397.0,14382000.0
R&D Expenses,0.0,0.0,
SG&A Expense,36723810.0,17063415.0,14267000.0
Operating Expenses,38215707.0,17854624.0,
Operating Income,-2480344.0,2715773.0,114000.0
Interest Expense,3192433.0,269710.0,
Earnings before Tax,-5568390.0,2474090.0,196000.0
Income Tax Expense,319321.0,182533.0,-109000.0
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-5887711.0,2291557.0,
Preferred Dividends,0.0,0.0,
Net Income Com,-5887711.0,2291557.0,87000.0
EPS,-0.06,0.02,0.0
EPS Diluted,-0.06,0.02,0.0
Weighted Average Shs Out,93432119.0,93432000.0,93432000.0
Weighted Average Shs Out (Dil),93432119.0,,
Dividend per Share,0.0,0.0,
Gross Margin,0.1997,0.2331,0.2157
EBITDA Margin,-0.005,0.04,
EBIT Margin,-0.0133,0.0311,
Profit Margin,-0.033,0.026,
Free Cash Flow margin,-0.1368,0.0321,
EBITDA,-886797.0,3532804.0,
EBIT,-2375957.0,2743800.0,
Consolidated Income,-5887711.0,2291557.0,
Earnings Before Tax Margin,-0.0311,0.028,0.0029
Net Profit Margin,-0.0329,0.026,
