Date,2019-06-29,2018-06-30,2017-07-01,2016-07-02,2015-06-27,2014-06-28,2013-06-29
Cash and cash equivalents,14700000.0,7500000.0,8100000.0,10900000.0,29400000.0,20400000.0,24078000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,14700000.0,7500000.0,8100000.0,10900000.0,29400000.0,20400000.0,24078000.0
Receivables,1227300000.0,1065600000.0,1028500000.0,968200000.0,964600000.0,834800000.0,709170000.0
Inventories,1356900000.0,1051900000.0,1013300000.0,919700000.0,882600000.0,849000000.0,741375000.0
Total current assets,2670600000.0,2203500000.0,2084900000.0,1938900000.0,1882800000.0,1727300000.0,1504782000.0
Property Plant & Equipment Net,950500000.0,795500000.0,740700000.0,637000000.0,594700000.0,569900000.0,548586000.0
Goodwill and Intangible Assets,960100000.0,934300000.0,919700000.0,823300000.0,831000000.0,905200000.0,974130000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,29100000.0,29200000.0,43100000.0,44600000.0,0.0,15800000.0,20939000.0
Total non-current assets,1982900000.0,1797400000.0,1719200000.0,1516500000.0,1470700000.0,1512500000.0,1550617000.0
Total assets,4653500000.0,4000900000.0,3804100000.0,3455400000.0,3353500000.0,3239800000.0,3055399000.0
Payables,1130800000.0,973000000.0,907100000.0,918000000.0,895900000.0,826800000.0,724432000.0
Short-term debt,18300000.0,8400000.0,5800000.0,2400000.0,139200000.0,127800000.0,78946000.0
Total current liabilities,1699300000.0,1470000000.0,1383300000.0,1316700000.0,1277000000.0,1170400000.0,981517000.0
Long-term debt,1202900000.0,1123000000.0,1241900000.0,1111600000.0,1409700000.0,1449000000.0,1475349000.0
Total debt,1221200000.0,1131400000.0,1247700000.0,1114000000.0,1548900000.0,1576800000.0,1554295000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,1900000.0,1200000.0,1300000.0,400000.0,82800000.0,103800000.0,108386000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1527100000.0,1342800000.0,1451300000.0,1299500000.0,1583500000.0,1635300000.0,1653873000.0
Total liabilities,3355300000.0,2865600000.0,2878600000.0,2652600000.0,2860500000.0,2805700000.0,2635390000.0
Other comprehensive income,866700000,861200000,855500000,836800000,-4500000.0,-5700000.0,-3524000.0
Retained earnings (deficit),430700000.0,264800000.0,66600000.0,-29200000.0,-97500000.0,-154000000.0,-169460000.0
Total shareholders equity,1298200000.0,1135300000.0,925500000.0,802800000.0,493000000.0,434100000.0,420009000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,1206500000.0,1123900000.0,1239600000.0,1103100000.0,1519500000.0,1556400000.0,1530217000.0
Other Assets,0.0,0.0,0.0,0.0,6200000.0,23100000.0,30159000.0
Other Liabilities,128900000.0,52800000.0,44000000.0,36400000.0,241900000.0,215800000.0,178139000.0
