Date,2018-12-31,2017-12-31
Cash and cash equivalents,3528190.0,53186000.0
Short-term investments,0.0,0.0
Cash and short-term investments,3528190.0,53186000.0
Receivables,0.0,317808000.0
Inventories,0.0,0.0
Total current assets,3862844.0,443908000.0
Property Plant & Equipment Net,0.0,23010000.0
Goodwill and Intangible Assets,0.0,
Long-term investments,694574904.0,0.0
Tax assets,0.0,
Total non-current assets,694574904.0,
Total assets,698437748.0,4005111000.0
Payables,1936353.0,60758000.0
Short-term debt,0.0,45345000.0
Total current liabilities,2744387.0,661073000.0
Long-term debt,0.0,1967735000.0
Total debt,0.0,
Deferred revenue,0.0,
Tax Liabilities,794936.0,
Deposit Liabilities,0.0,
Total non-current liabilities,24150000.0,
Total liabilities,26894387.0,2719005000.0
Other comprehensive income,0.0,
Retained earnings (deficit),1241506.0,-390099000.0
Total shareholders equity,5000002.0,1286106000.0
Investments,694574904.0,5000000.0
Net Debt,-3528190.0,
Other Assets,334654.0,
Other Liabilities,808034.0,554970000.0
