Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-10-31
Revenue,1562372.0,519622.0,36629276.0,18977794.0,21404469.0,3418371.0,0.0,0.0
Revenue Growth,2.0067472123967,-0.985814024825388,0.930112425079543,-0.11337235228774,5.26159916521641,0.0,0.0,0.0
Cost of Revenue,3351758.0,3470847.0,19064473.0,16603792.0,11787445.0,957040.0,0.0,0.0
Gross Profit,-1789386.0,-2951225.0,17564803.0,2374002.0,9617024.0,2461331.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,1374047.0,831001.0,840179.0,1143869.0,545475.0,544338.0,0.0,0.0
Operating Expenses,13638708.0,14703112.0,52212890.0,44658226.0,27611197.0,7093824.0,0.0,0.0
Operating Income,-12076336.0,-14183490.0,-15583614.0,-25680432.0,-6206727.0,-3675453.0,0.0,0.0
Interest Expense,81482.0,1309823.0,3140375.0,4245982.0,543283.0,1075.0,0.0,0.0
Earnings before Tax,-12745190.0,-31437521.0,-17312065.0,-25096307.0,0.0,-3713795.0,0.0,0.0
Income Tax Expense,69134.0,-103952.0,11516807.0,-8156448.0,-4952309.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-12814324.0,-31333569.0,-28665024.0,-16939859.0,-3153615.0,-3450335.0,0.0,0.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-12814324.0,-31333569.0,-28665024.0,-16939859.0,-3153615.0,-3450335.0,0.0,0.0
EPS,-0.6,-4.8,-1.89,-1.19,-0.16,-0.81,0.0,0.0
EPS Diluted,-0.6,-4.8,-1.89,-1.19,-0.16,-0.81,0.0,0.0
Weighted Average Shs Out,21263774.0,6522649.0,15178056.0,14208787.0,11660879.0,4604193.0,0.0,0.0
Weighted Average Shs Out (Dil),21263774.0,6522649.0,15178056.0,14208787.0,11660879.0,4604193.0,0.0,0.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,-1.14530086305,-5.67956129648,0.479529079417,0.125093675271,0.449299816781,0.720030388744,0.0,0.0
EBITDA Margin,-4.93902604501,-16.8817197886,-0.221853907241,-0.782371755115,-0.031720712156,-0.691704323492,0.0,0.0
EBIT Margin,-7.72948823968,-27.2957842432,-0.425441496578,-1.35318319927,-0.289973416299,-1.07520599724,0.0,0.0
Profit Margin,-8.20183925467,-60.3006974301,-0.782571405452,-0.892614758069,-0.147334418808,-1.00935065269,0.0,0.0
Free Cash Flow margin,-8.63449293766,-2.07349188449,0.277488940813,-0.159113540805,0.0,-0.439528067609,0.0,0.0
EBITDA,-7716596.0,-8772113.0,-8126348.0,-14847690.0,-678965.0,-2364502.0,0.0,0.0
EBIT,-12076336.0,-14183490.0,-15583614.0,-25680432.0,-6206727.0,-3675453.0,0.0,0.0
Consolidated Income,-12814324.0,-31333569.0,-28665024.0,-16939859.0,-3153615.0,-3450335.0,0.0,0.0
Earnings Before Tax Margin,-8.15758986976,-60.5007505456,-0.47262918874,-1.32240380521,0.0,-1.08642245093,0.0,0.0
Net Profit Margin,-8.20183925467,-60.3006974301,-0.782571405452,-0.892614758069,-0.147334418808,-1.00935065269,0.0,0.0
