Date,2018-12-31,2017-12-31,2016-12-31
Revenue,38419000.0,51741000.0,59731000.0
Revenue Growth,-0.257474729904718,-0.133766385963737,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,51741000.0,59731000.0
R&D Expenses,54262000.0,54639000.0,43550000.0
SG&A Expense,21380000.0,16374000.0,14817000.0
Operating Expenses,75642000.0,71013000.0,58367000.0
Operating Income,-37223000.0,-19272000.0,1364000.0
Interest Expense,1623000.0,612000.0,0.0
Earnings before Tax,0.0,-19688000.0,1702000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-35317000.0,-19688000.0,1702000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-35317000.0,-19688000.0,1702000.0
EPS,-6.13,-43.95,0.0
EPS Diluted,-6.13,-43.95,0.0
Weighted Average Shs Out,5758875.0,22156630.0,22157000.0
Weighted Average Shs Out (Dil),5758875.0,447946.0,407735.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,1.0,1.0
EBITDA Margin,-0.83700773055,-0.272,0.123
EBIT Margin,-0.968869569744,-0.3687,0.0285
Profit Margin,-0.919258700122,-0.381,0.028
Free Cash Flow margin,0.289596293501,-0.7806,-0.2935
EBITDA,-32157000.0,-14086000.0,7364000.0
EBIT,-37223000.0,-19076000.0,1702000.0
Consolidated Income,-35317000.0,-19688000.0,1702000.0
Earnings Before Tax Margin,0.0,-0.3805,0.0285
Net Profit Margin,-0.919258700122,-0.3805,0.0285
