Date,2019-03-31,2018-03-31,2018-03,2017-03-31,2017-03,2016-03-31,2016-03,2015-03-31,2015-03,2014-03-31,2014-03,2013-03-31,2012-03-31
Revenue,1199581000.0,1314765000.0,1315000000.0,1245681000.0,1246000000.0,1275360000.0,1275000000.0,1286350000.0,1286000000.0,1340208000.0,1340000000.0,1276297000.0,1261821000.0
Revenue Growth,-0.0876080516289983,-0.000178707224334601,0.0556474731492252,-0.000256019261637239,-0.0230209509471835,0.000282352941176471,-0.00882341508920589,0.000272161741835148,-0.0404474529326791,0.000155223880597015,0.0499123636583021,0.0114723086713567,0.0
Cost of Revenue,1158480000.0,1242847000.0,1240000000.0,1139298000.0,1139000000.0,1113296000.0,1128000000.0,1199821000.0,1203000000.0,1246475000.0,1249000000.0,1136511000.0,1168227000.0
Gross Profit,41101000.0,71918000.0,75000000.0,106383000.0,106000000.0,162064000.0,147000000.0,86529000.0,83000000.0,93733000.0,91000000.0,139786000.0,93594000.0
R&D Expenses,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,72549000.0,73514000.0,74000000.0,72996000.0,73000000.0,73515000.0,74000000.0,67381000.0,67000000.0,70129000.0,70000000.0,68852000.0,67971000.0
Operating Expenses,79180000.0,77185000.0,70000000.0,1216560000.0,75000000.0,73515000.0,49000000.0,67381000.0,63000000.0,70129000.0,67000000.0,68852000.0,67971000.0
Operating Income,-38079000.0,-5267000.0,5000000.0,29121000.0,31000000.0,88549000.0,99000000.0,19148000.0,21000000.0,23604000.0,24000000.0,70934000.0,25623000.0
Interest Expense,15437000.0,15037000.0,15000000.0,9672000.0,10000000.0,8044000.0,8000000.0,5656000.0,6000000.0,6262000.0,6000000.0,7486000.0,8102000.0
Earnings before Tax,-49259000.0,-20283000.0,-20000000.0,20027000.0,20000000.0,80457000.0,80000000.0,14120000.0,14000000.0,17342000.0,17000000.0,63448000.0,17521000.0
Income Tax Expense,-12776000.0,-6472000.0,-6000000.0,7414000.0,7000000.0,25999000.0,26000000.0,4221000.0,4000000.0,3563000.0,4000000.0,22035000.0,6265000.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,5747000.0,-13811000.0,-14000000.0,12613000.0,13000000.0,54458000.0,54000000.0,9899000.0,10000000.0,13779000.0,14000000.0,41413000.0,11256000.0
Preferred Dividends,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,5747000.0,-13811000.0,-14000000.0,12613000.0,13000000.0,54458000.0,54000000.0,9899000.0,10000000.0,13779000.0,14000000.0,41413000.0,11256000.0
EPS,0.59,-1.41,-1.41,1.27,1.27,5.46,5.46,0.91,0.91,1.24,1.24,3.59,0.93
EPS Diluted,0.59,-1.41,-1.41,1.27,1.27,5.42,5.42,0.9,0.90,1.23,1.23,3.57,0.92
Weighted Average Shs Out,9652.0,9769.0,10000000.0,9785000.0,10000000.0,9878000.0,10000000.0,10690000.0,11000000.0,10747000.0,11000000.0,11147000.0,0.0
Weighted Average Shs Out (Dil),9652.0,9769.0,10000000.0,9854000.0,10000000.0,9948000.0,10000000.0,10762000.0,11000000.0,10819000.0,11000000.0,11219000.0,0.0
Dividend per Share,2.38292581848,2.35438632409,,0.00233407753197,,0.00231202251709,,0.00213714922877,,0.0021258896386,,0.00205009359123,0.0
Gross Margin,0.0342627967599,0.0547002696299,0.057034220532319,0.0854014791909,0.085072231139647,0.127073140133,0.11529411764706,0.0672670735025,0.064541213063764,0.0699391437747,0.067910447761194,0.10952466393,0.0741737536465
EBITDA Margin,-0.0057053254428,0.0199883629394,0.019771863117871,0.0433056296114,0.043338683788122,0.0864744072262,0.086274509803922,0.0318591363159,0.032659409020218,0.0349833757148,0.035074626865672,0.0737955193815,0.0382891075676
EBIT Margin,-0.0317435838013,-0.00400603910204,-0.0038022813688213,0.0233775741944,0.024077046548957,0.0694305921465,0.069019607843137,0.0148855288219,0.015552099533437,0.0176121915404,0.017910447761194,0.0555779728386,0.0203063667509
Profit Margin,0.00479083946811,-0.0105045388339,-0.0106463878327,0.0101253852311,0.010433386837881,0.0427001003638,0.042352941176471,0.00769541726591,0.0077760497667185,0.0102812399269,0.01044776119403,0.0324477766539,0.00892044117193
Free Cash Flow margin,0.0495072862941,-0.0348746734207,,-0.00627367680811,,0.0229692008531,,0.0151063085474,,0.0433134259757,,0.0242702129677,0.0331917126122
EBITDA,-6844000.0,26280000.0,26000000.0,53945000.0,54000000.0,110286000.0,110000000.0,40982000.0,42000000.0,46885000.0,47000000.0,94185000.0,48314000.0
EBIT,-38079000.0,-5267000.0,-5000000,29121000.0,30000000,88549000.0,88000000,19148000.0,20000000,23604000.0,24000000,70934000.0,25623000.0
Consolidated Income,5747000.0,-13811000.0,-14000000.0,12613000.0,13000000.0,54458000.0,54000000.0,9899000.0,10000000.0,13779000.0,14000000.0,41413000.0,11256000.0
Earnings Before Tax Margin,-0.0410635046737,-0.0154270915335,-0.015209125475285,0.0160771497679,0.016051364365971,0.063085716974,0.062745098039216,0.010976794807,0.010886469673406,0.0129397824815,0.012686567164179,0.0497125669025,0.0138854877197
Net Profit Margin,0.00479083946811,-0.0105045388339,-0.0106463878327,0.0101253852311,0.010433386837881,0.0427001003638,0.042352941176471,0.00769541726591,0.0077760497667185,0.0102812399269,0.01044776119403,0.0324477766539,0.00892044117193
